店铺ID,店铺名,托管模式,店铺LOGO,在售商品数,店铺总销量,店铺评分,粉丝数,商品ID,商品标题（中文）,商品标题（英文）,商品主图,商品轮播图,商品视频,商品链接,前台分类（英文）,前台分类（中文）,后台分类,标签,美元价格($),欧元价格(€),GMV($),GMV(€),总销量,日销量,周销量,月销量,美区评分,美区评论数,上架时间,收录时间,main_url,标题,banned,banned_hits
634418229349529.0,crafts LQ,全托,https://img-2.kwcdn.com/supplier-public-tag/211a2a4303e/345fbc37-ed60-487e-b926-33f3027aae92_300x300.jpeg,24.0,2110.0,5.0,41.0,607052738979280,3件金色圣诞树装饰烛台套装，轻奢简约餐桌中心烛台架套装，适用于圣诞节节日，浪漫家居装饰与氛围提升（不含蜡烛）,3件金色圣诞树装饰烛台套装，轻奢简约餐桌中心烛台架套装，适用于圣诞节节日，浪漫家居装饰与氛围提升（不含蜡烛）,https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/75b5c846-7c6a-11f1-a943-0a580aad1037.jpg,[https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/75b5c846-7c6a-11f1-a943-0a580aad1037.jpg],,https://www.temu.com/search_result.html?search_key=607052738979280&search_method=user,Home & Kitchen/Dining & Entertaining,家居厨房用品/餐厅用品,,[],8.2,7.05,0.0,0.0,0,0.0,0.0,0.0,,0,2026-09-12 16:12:39,,https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/75b5c846-7c6a-11f1-a943-0a580aad1037.jpg,3件金色圣诞树装饰烛台套装，轻奢简约餐桌中心烛台架套装，适用于圣诞节节日，浪漫家居装饰与氛围提升（不含蜡烛）,False,
634418230832735.0,Mark Home Decor,,https://img-2.kwcdn.com/supplier-public-tag/2123a640e8/006095bb-f4ba-4db6-9bb9-5805e3d91998_300x300.jpeg,,,0.0,0.0,607052806064107,2Dflat 圣诞节礼物专用套木制装饰品，非常适合悬挂在树上或放在圣诞袜中，庆祝节日。,2Dflat 圣诞节礼物专用套木制装饰品，非常适合悬挂在树上或放在圣诞袜中，庆祝节日。,https://img.kwcdn.com/product/fancy/006cdeff-1d49-49d1-ab35-97914a1f3599.jpg,[https://img.kwcdn.com/product/fancy/006cdeff-1d49-49d1-ab35-97914a1f3599.jpg],,https://www.temu.com/search_result.html?search_key=607052806064107&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],4.87,4.19,,,0,,,,,0,2026-09-12 14:15:00,,https://img.kwcdn.com/product/fancy/006cdeff-1d49-49d1-ab35-97914a1f3599.jpg,2Dflat 圣诞节礼物专用套木制装饰品，非常适合悬挂在树上或放在圣诞袜中，庆祝节日。,False,
634418230362715.0,AIBOWEN,,https://img-2.kwcdn.com/supplier-public-tag/21137b28f26/b668b158-b54f-4cc2-9f49-8cdf61daad3e_300x300.jpeg,,,,1.0,607052806105169,,"A Warm Autumn Coffee Pumpkin Plaid Blanket, Hand-painted Theme - Large Size, Soft, Lightweight, and Warm, Suitable for All Seasons - Perfect for Use on the Bed, Sofa, in the Office, Camping, and While Traveling - The Best Choice for a Blanket",https://img.kwcdn.com/product/open/10850c27f3e7409da134ce221eea9d1e-goods.jpeg,[https://img.kwcdn.com/product/open/10850c27f3e7409da134ce221eea9d1e-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607052806105169&search_method=user,Home & Kitchen/Blankets & Throws,家居厨房用品/毯子,,[],6.91,5.94,,,0,,,,,0,2026-09-12 16:09:57,,https://img.kwcdn.com/product/open/10850c27f3e7409da134ce221eea9d1e-goods.jpeg,"A Warm Autumn Coffee Pumpkin Plaid Blanket, Hand-painted Theme - Large Size, Soft, Lightweight, and Warm, Suitable for All Seasons - Perfect for Use on the Bed, Sofa, in the Office, Camping, and While Traveling - The Best Choice for a Blanket",False,
634418230714637.0,Dongni AMUUAK,全托,https://img-2.kwcdn.com/supplier-public-tag/2123a65a18/f0992489-9e86-4389-90fb-20917a448b7c_300x300.jpeg,338.0,805.0,0.0,1.0,607052806107245,感恩节自然爱好者礼品造型抱枕 装饰靠垫 南瓜小鸟枫叶 乡村风格 秋季客厅装饰 派对与家居装饰创意 2D平面款,感恩节自然爱好者礼品造型抱枕 装饰靠垫 南瓜小鸟枫叶 乡村风格 秋季客厅装饰 派对与家居装饰创意 2D平面款,https://img.kwcdn.com/product/open/80d7cfd18aad479fa452b64456b326e6-goods.jpeg,[https://img.kwcdn.com/product/open/80d7cfd18aad479fa452b64456b326e6-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607052806107245&search_method=user,Home & Kitchen/Bedding,家居厨房用品/床上用品,,[],11.29,9.71,,,0,,,,,0,2026-09-12 11:34:17,,https://img.kwcdn.com/product/open/80d7cfd18aad479fa452b64456b326e6-goods.jpeg,感恩节自然爱好者礼品造型抱枕 装饰靠垫 南瓜小鸟枫叶 乡村风格 秋季客厅装饰 派对与家居装饰创意 2D平面款,False,
634418231623629.0,TrendyChicFabrics,全托,https://img-2.kwcdn.com/supplier-public-tag/21f0663e30/d6419c0e-331e-48f9-b36f-39d7eec56e2c_300x300.jpeg,8.0,87.0,0.0,0.0,607052806107677,1件装，圣诞树裙树围，白色底色，复古马拉雪橇车，满载礼物，天使姜饼人，红绿雪花，冬青叶，红色包边，锥形树底座围裙，圣诞节日布置,1件装，圣诞树裙树围，白色底色，复古马拉雪橇车，满载礼物，天使姜饼人，红绿雪花，冬青叶，红色包边，锥形树底座围裙，圣诞节日布置,https://img.kwcdn.com/product/fancy/717abc03-9e63-4e43-8a3e-99a119d0f90d.jpg,[https://img.kwcdn.com/product/fancy/717abc03-9e63-4e43-8a3e-99a119d0f90d.jpg],,https://www.temu.com/search_result.html?search_key=607052806107677&search_method=user,Home & Kitchen/Seasonal Decor,家居厨房用品/节日饰品,,[],6.19,5.32,,,0,,,,,0,2026-09-12 09:44:14,,https://img.kwcdn.com/product/fancy/717abc03-9e63-4e43-8a3e-99a119d0f90d.jpg,1件装，圣诞树裙树围，白色底色，复古马拉雪橇车，满载礼物，天使姜饼人，红绿雪花，冬青叶，红色包边，锥形树底座围裙，圣诞节日布置,False,
634418216671750.0,Home of Decorative Arts,全托,https://img-2.kwcdn.com/supplier-public-tag/1f79700a50/33b2a30c-969e-479b-b073-035529725dfa_2000x2000.jpeg,2177.0,150000.0,4.8,2297.0,607053074536394,2D平面，2D平面，1件装秋季南瓜屋感恩节海报 秋季感恩节水彩风景墙 आर्ट 万圣节无框帆布印刷卧室厨房浴室墙壁装饰温馨家居装饰房间装饰创意节日礼物,2D平面，2D平面，1件装秋季南瓜屋感恩节海报 秋季感恩节水彩风景墙 आर्ट 万圣节无框帆布印刷卧室厨房浴室墙壁装饰温馨家居装饰房间装饰创意节日礼物,https://img.kwcdn.com/product/open/6d9d1832dc1449b8bf35ef3eb5314184-goods.jpeg,[https://img.kwcdn.com/product/open/6d9d1832dc1449b8bf35ef3eb5314184-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607053074536394&search_method=user,Home & Kitchen/Wall Art,家居厨房用品/墙面装饰,,[],1.52,1.31,,,1,,,,,0,2026-09-12 00:20:51,,https://img.kwcdn.com/product/open/6d9d1832dc1449b8bf35ef3eb5314184-goods.jpeg,2D平面，2D平面，1件装秋季南瓜屋感恩节海报 秋季感恩节水彩风景墙 आर्ट 万圣节无框帆布印刷卧室厨房浴室墙壁装饰温馨家居装饰房间装饰创意节日礼物,False,
634418219347635.0,Tmu Recommended,全托,https://img-2.kwcdn.com/supplier-public-tag/1fad18baf8/05710a3c-744f-4733-bb9a-3ac5f1410a65_300x300.jpeg,113.0,30000.0,5.0,1479.0,607053342965144,2D可定制名字毛毛虫苹果造型亚克力门牌教室门牌号幼儿园墙面装饰,2D可定制名字毛毛虫苹果造型亚克力门牌教室门牌号幼儿园墙面装饰,https://img.kwcdn.com/product/fancy/6765ec0d-0226-49d7-bd08-3e8ba0756be5.jpg,[https://img.kwcdn.com/product/fancy/6765ec0d-0226-49d7-bd08-3e8ba0756be5.jpg],,https://www.temu.com/search_result.html?search_key=607053342965144&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],6.41,5.51,,,0,,,,,0,2026-09-12 05:00:54,,https://img.kwcdn.com/product/fancy/6765ec0d-0226-49d7-bd08-3e8ba0756be5.jpg,2D可定制名字毛毛虫苹果造型亚克力门牌教室门牌号幼儿园墙面装饰,False,
634418226175072.0,Home Decor Fashion,全托,https://img-2.kwcdn.com/supplier-public-tag/20ef5f4770/fdfcdc7e-650d-4a25-89f8-7dd3e08e7d6c_300x300.jpeg,89.0,1613.0,4.8,8.0,607053879830623,,"1pc Capybara-Themed Storage Organizer with Capybara Quote - Plastic Desktop Holder Suitable for Makeup Brushes, Pens, Remote Controls, Utensils & Supplies, Compact Space-Saving Organizer for Bathroom, Kitchen, Office, Bedroom, Living Room",https://img.kwcdn.com/product/open/17ef2b57f5324d2b913fd1b26feec89f-goods.jpeg,[https://img.kwcdn.com/product/open/17ef2b57f5324d2b913fd1b26feec89f-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607053879830623&search_method=user,Home & Kitchen/Home Storage & Organization,家居厨房用品/家庭收纳,,[],4.06,3.49,,,0,,,,,0,2026-09-12 08:49:49,,https://img.kwcdn.com/product/open/17ef2b57f5324d2b913fd1b26feec89f-goods.jpeg,"1pc Capybara-Themed Storage Organizer with Capybara Quote - Plastic Desktop Holder Suitable for Makeup Brushes, Pens, Remote Controls, Utensils & Supplies, Compact Space-Saving Organizer for Bathroom, Kitchen, Office, Bedroom, Living Room",False,
634418229940083.0,Jiangkun sop,全托,https://img-2.kwcdn.com/supplier-public-tag/21137b23908/7eecba1c-022d-4a4a-b2c6-8a3fae1be66e_300x300.jpeg,136.0,812.0,5.0,18.0,607053879840661,20个装 原木色数字桌号牌 室内轻便婚庆桌号座位卡座 半圆形设计 餐位卡夹 办公标签夹 照片菜单夹 宴会生日派对餐厅适用,20个装 原木色数字桌号牌 室内轻便婚庆桌号座位卡座 半圆形设计 餐位卡夹 办公标签夹 照片菜单夹 宴会生日派对餐厅适用,https://img.kwcdn.com/product/fancy/f3f21ef9-3d8b-4ab5-8d21-62e2238531b2.jpg,[https://img.kwcdn.com/product/fancy/f3f21ef9-3d8b-4ab5-8d21-62e2238531b2.jpg],,https://www.temu.com/search_result.html?search_key=607053879840661&search_method=user,Home & Kitchen/Event & Party Supplies,家居厨房用品/节日聚会用品,,[],4.08,3.51,,,0,,,,,0,2026-09-12 15:33:08,,https://img.kwcdn.com/product/fancy/f3f21ef9-3d8b-4ab5-8d21-62e2238531b2.jpg,20个装 原木色数字桌号牌 室内轻便婚庆桌号座位卡座 半圆形设计 餐位卡夹 办公标签夹 照片菜单夹 宴会生日派对餐厅适用,False,
634418210985439.0,KZRECUTMS,全托,https://img-2.kwcdn.com/supplier-public-tag/1f13e182760/5bb83c83-3d36-4d83-a706-4c2d74477698_300x300.jpeg,119.0,850000.0,5.0,45519.0,607054953549101,32件人造松枝 - 节日圣诞装饰 - 郁郁葱葱的绿色植物，可用于 DIY 花环、花环和家居装饰 - 逼真的松针为圣诞节和花园增添魅力 - 适合室内/室外使用,32件人造松枝 - 节日圣诞装饰 - 郁郁葱葱的绿色植物，可用于 DIY 花环、花环和家居装饰 - 逼真的松针为圣诞节和花园增添魅力 - 适合室内/室外使用,https://img.kwcdn.com/product/fancy/c28ea470-0d61-4f6b-8008-154edfd7aa02.jpg,[https://img.kwcdn.com/product/fancy/c28ea470-0d61-4f6b-8008-154edfd7aa02.jpg],https://goods-vod.kwcdn.com/goods-video/e774bea3ac353a9ac25ea19d0a0a99907be54fe7.f30.mp4,https://www.temu.com/search_result.html?search_key=607054953549101&search_method=user,Home & Kitchen/Seasonal Decor,家居厨房用品/节日饰品,,[广告],5.67,4.88,,,0,,,,,0,2026-09-12 15:10:23,,https://img.kwcdn.com/product/fancy/c28ea470-0d61-4f6b-8008-154edfd7aa02.jpg,32件人造松枝 - 节日圣诞装饰 - 郁郁葱葱的绿色植物，可用于 DIY 花环、花环和家居装饰 - 逼真的松针为圣诞节和花园增添魅力 - 适合室内/室外使用,False,
,,,,,,,,607055222002774,1件装可重复使用购物袋，PVC材质大容量旅行手提袋，2D平面印花圣诞老人与驯鹿图案，适用于购物、通勤/沙滩/瑜伽/健身，可作为圣诞节、万圣节、感恩节的理想礼物。适合旅行与户外使用，2D平面款,1件装可重复使用购物袋，PVC材质大容量旅行手提袋，2D平面印花圣诞老人与驯鹿图案，适用于购物、通勤/沙滩/瑜伽/健身，可作为圣诞节、万圣节、感恩节的理想礼物。适合旅行与户外使用，2D平面款,https://img.kwcdn.com/product/21f06642e0/d3644f9d-a870-45f5-9170-046427b08c43_1000x1000.jpeg,[https://img.kwcdn.com/product/21f06642e0/d3644f9d-a870-45f5-9170-046427b08c43_1000x1000.jpeg],,https://www.temu.com/search_result.html?search_key=607055222002774&search_method=user,Home & Kitchen/Kitchen Storage & Organization,家居厨房用品/厨房收纳,,[最后1天],9.46,8.13,,,0,,,,,0,2026-09-12 14:25:17,,https://img.kwcdn.com/product/21f06642e0/d3644f9d-a870-45f5-9170-046427b08c43_1000x1000.jpeg,1件装可重复使用购物袋，PVC材质大容量旅行手提袋，2D平面印花圣诞老人与驯鹿图案，适用于购物、通勤/沙滩/瑜伽/健身，可作为圣诞节、万圣节、感恩节的理想礼物。适合旅行与户外使用，2D平面款,False,
,,,,,,,,607055222014736,2D平面1件定制姓名枕套 警告手印家庭图案，时尚家居枕套，适用于沙发、卧室和书房，舒适柔软枕套，送给家人的礼物，现代装饰，易于打理，耐用面料,2D平面1件定制姓名枕套 警告手印家庭图案，时尚家居枕套，适用于沙发、卧室和书房，舒适柔软枕套，送给家人的礼物，现代装饰，易于打理，耐用面料,https://img.kwcdn.com/product/21f06642e0/a63588d9-ada5-4277-95ee-4eb3b4dc0630_1500x1500.jpeg,[https://img.kwcdn.com/product/21f06642e0/a63588d9-ada5-4277-95ee-4eb3b4dc0630_1500x1500.jpeg],,https://www.temu.com/search_result.html?search_key=607055222014736&search_method=user,Home & Kitchen/Bedding,家居厨房用品/床上用品,,[],3.26,2.8,,,0,,,,,0,2026-09-12 10:22:41,,https://img.kwcdn.com/product/21f06642e0/a63588d9-ada5-4277-95ee-4eb3b4dc0630_1500x1500.jpeg,2D平面1件定制姓名枕套 警告手印家庭图案，时尚家居枕套，适用于沙发、卧室和书房，舒适柔软枕套，送给家人的礼物，现代装饰，易于打理，耐用面料,False,
634418228710188.0,Liu Fashion C,全托,https://img-2.kwcdn.com/supplier-public-tag/212a0c4c30/196d85cb-a40c-4fec-af0c-ee44970bef19_300x300.jpeg,231.0,1800.0,5.0,14.0,607056027301317,绗缝和2D平面印花，1个装绗缝行李包，带万圣节图标卡通印花/行李包/户外旅行行李收纳包/健身瑜伽包|非食品接触,绗缝和2D平面印花，1个装绗缝行李包，带万圣节图标卡通印花/行李包/户外旅行行李收纳包/健身瑜伽包|非食品接触,https://img.kwcdn.com/product/21152342fce/95637c79-e979-4650-8653-7a5158a7680b_1000x1000.jpeg,[https://img.kwcdn.com/product/21152342fce/95637c79-e979-4650-8653-7a5158a7680b_1000x1000.jpeg],,https://www.temu.com/search_result.html?search_key=607056027301317&search_method=user,Home & Kitchen/Kitchen Storage & Organization,家居厨房用品/厨房收纳,,[],11.71,10.06,,,0,,,,,0,2026-09-12 10:08:26,,https://img.kwcdn.com/product/21152342fce/95637c79-e979-4650-8653-7a5158a7680b_1000x1000.jpeg,绗缝和2D平面印花，1个装绗缝行李包，带万圣节图标卡通印花/行李包/户外旅行行李收纳包/健身瑜伽包|非食品接触,False,
634418230008255.0,STARSDECOR,全托,https://img-2.kwcdn.com/supplier-public-tag/21140d62aa8/c1914652-ce63-461c-92e0-f6bb18e09979_300x300.jpeg,536.0,11553.0,4.8,551.0,607056295758237,二维平面，【墙壁雕塑】二维平面1件金属墙壁艺术 女孩与狗 极简装饰 独特线条画 家居摆件 爱狗人士最佳礼物 生日圣诞节周年纪念 客厅卧室现代乡村风格墙饰牌，二维平面,二维平面，【墙壁雕塑】二维平面1件金属墙壁艺术 女孩与狗 极简装饰 独特线条画 家居摆件 爱狗人士最佳礼物 生日圣诞节周年纪念 客厅卧室现代乡村风格墙饰牌，二维平面,https://img.kwcdn.com/product/open/9d76b28896704bfd9d088d818ecfd72b-goods.jpeg,[https://img.kwcdn.com/product/open/9d76b28896704bfd9d088d818ecfd72b-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607056295758237&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],7.37,6.33,,,0,,,,,0,2026-09-12 16:44:43,,https://img.kwcdn.com/product/open/9d76b28896704bfd9d088d818ecfd72b-goods.jpeg,二维平面，【墙壁雕塑】二维平面1件金属墙壁艺术 女孩与狗 极简装饰 独特线条画 家居摆件 爱狗人士最佳礼物 生日圣诞节周年纪念 客厅卧室现代乡村风格墙饰牌，二维平面,False,
634418228679016.0,HYBH Curtains,全托,https://img-2.kwcdn.com/supplier-public-tag/212a0c628c/f02f4041-7de9-4575-80ce-91f07a35715f_300x300.jpeg,50.0,1793.0,4.7,13.0,607056832610184,非食品接触，2D平面单件装，春季小鸡喝咖啡印花绗缝托特包，时尚潮流大容量轻便手提包（不含拉链），竖款超大柔软休闲女士单肩包，非食品接触，2D平面,非食品接触，2D平面单件装，春季小鸡喝咖啡印花绗缝托特包，时尚潮流大容量轻便手提包（不含拉链），竖款超大柔软休闲女士单肩包，非食品接触，2D平面,https://img.kwcdn.com/product/21f0661d10/36191ad8-c878-4dda-954b-2fa3114ab63e_1000x1000.jpeg,[https://img.kwcdn.com/product/21f0661d10/36191ad8-c878-4dda-954b-2fa3114ab63e_1000x1000.jpeg],,https://www.temu.com/search_result.html?search_key=607056832610184&search_method=user,Home & Kitchen/Kitchen Storage & Organization,家居厨房用品/厨房收纳,,"[最后一天, 已额外优惠 $3.79]",7.06,6.07,,,4,,,,,0,2026-09-12 14:40:45,,https://img.kwcdn.com/product/21f0661d10/36191ad8-c878-4dda-954b-2fa3114ab63e_1000x1000.jpeg,非食品接触，2D平面单件装，春季小鸡喝咖啡印花绗缝托特包，时尚潮流大容量轻便手提包（不含拉链），竖款超大柔软休闲女士单肩包，非食品接触，2D平面,False,
634418223032072.0,Sugi Weaving,全托,https://img-2.kwcdn.com/supplier-public-tag/21140d63a68/705f5914-d51b-4745-9571-8eac49ecece6_300x300.jpeg,1070.0,77143.0,4.8,2405.0,607057101080323,4 件，秋季田园风格抱枕套，带拼布格纹枫叶图案印花设计，感恩节家居装饰枕套，拉链闭合方形靠垫套，柔软舒适，适用于厨房沙发、客厅、卧室、户外、床品节日装饰，不含枕芯，可机洗，单面印花,4 件，秋季田园风格抱枕套，带拼布格纹枫叶图案印花设计，感恩节家居装饰枕套，拉链闭合方形靠垫套，柔软舒适，适用于厨房沙发、客厅、卧室、户外、床品节日装饰，不含枕芯，可机洗，单面印花,https://img.kwcdn.com/product/open/e21e6cba7a554ff4b5fc7c9c02057ffe-goods.jpeg,[https://img.kwcdn.com/product/open/e21e6cba7a554ff4b5fc7c9c02057ffe-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607057101080323&search_method=user,Home & Kitchen/Couch & Sofa Decor,家居厨房用品/沙发装饰,,[],5.26,4.52,,,0,,,,,0,2026-09-12 14:40:42,,https://img.kwcdn.com/product/open/e21e6cba7a554ff4b5fc7c9c02057ffe-goods.jpeg,4 件，秋季田园风格抱枕套，带拼布格纹枫叶图案印花设计，感恩节家居装饰枕套，拉链闭合方形靠垫套，柔软舒适，适用于厨房沙发、客厅、卧室、户外、床品节日装饰，不含枕芯，可机洗，单面印花,False,
634418228240558.0,LJXia,全托,https://img-2.kwcdn.com/supplier-public-tag/21a488aa04/4bf2b567-4570-44db-8b78-9f5e473ab8e6_300x300.jpeg,41.0,286.0,5.0,2.0,607057369482969,,"1pc/13Oz Book-Shaped Christmas Tree Highball Tumbler Glasses, Cups for Mojito, Cocktail, Champagne, Whisky & Wine, Indoor & Outdoor Home Office Bar Wedding Festive Toasts, Christmas Design, Christmas Present",https://img.kwcdn.com/product/open/fb2177a046834833a4bc155002e28c09-goods.jpeg,[https://img.kwcdn.com/product/open/fb2177a046834833a4bc155002e28c09-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607057369482969&search_method=user,Home & Kitchen/Glassware & Drinkware,家居厨房用品/杯具,,[],7.63,6.56,0.0,0.0,0,0.0,0.0,0.0,,0,2026-09-12 08:53:21,,https://img.kwcdn.com/product/open/fb2177a046834833a4bc155002e28c09-goods.jpeg,"1pc/13Oz Book-Shaped Christmas Tree Highball Tumbler Glasses, Cups for Mojito, Cocktail, Champagne, Whisky & Wine, Indoor & Outdoor Home Office Bar Wedding Festive Toasts, Christmas Design, Christmas Present",False,
634418229124093.0,chenchunxia,全托,https://img-2.kwcdn.com/supplier-public-tag/211a2a4ba4a/b8ca03b3-d5b2-44bb-a43b-231009191a18_300x300.jpeg,48.0,11621.0,5.0,70.0,607057369496222,2pcs超长仿真圣诞藤条，枝叶茂密逼真，点缀人造红果子，适用楼梯扶手、入户门廊栏杆、窗框边缘、壁炉台、玄关拱门、橱窗布景、市集氛围装扮，适配圣诞节、万圣节，感恩节、新的一年、节日百搭森系藤条，室内外多场景适用，无需电力，长期摆放不易变色,2pcs超长仿真圣诞藤条，枝叶茂密逼真，点缀人造红果子，适用楼梯扶手、入户门廊栏杆、窗框边缘、壁炉台、玄关拱门、橱窗布景、市集氛围装扮，适配圣诞节、万圣节，感恩节、新的一年、节日百搭森系藤条，室内外多场景适用，无需电力，长期摆放不易变色,https://img.kwcdn.com/product/fancy/208dc93d-f5e4-41db-ab3c-72a8fea15e10.jpg,"[https://img.kwcdn.com/product/fancy/208dc93d-f5e4-41db-ab3c-72a8fea15e10.jpg, https://img.kwcdn.com/product/fancy/587eb1eb-d7a2-457e-8393-66d4a1c8cab7.jpg]",,https://www.temu.com/search_result.html?search_key=607057369496222&search_method=user,Home & Kitchen/Seasonal Decor,家居厨房用品/节日饰品,,[],5.75,4.94,0.0,0.0,0,0.0,0.0,0.0,,0,2026-09-12 12:23:21,,https://img.kwcdn.com/product/fancy/208dc93d-f5e4-41db-ab3c-72a8fea15e10.jpg,2pcs超长仿真圣诞藤条，枝叶茂密逼真，点缀人造红果子，适用楼梯扶手、入户门廊栏杆、窗框边缘、壁炉台、玄关拱门、橱窗布景、市集氛围装扮，适配圣诞节、万圣节，感恩节、新的一年、节日百搭森系藤条，室内外多场景适用，无需电力，长期摆放不易变色,False,
634418216041506.0,Ye Hong Xin,全托,https://img-2.kwcdn.com/supplier-public-tag/1f23581b90/47ace9d2-b9d1-4e1e-ae18-987145a449d5_2000x2000.jpeg,232.0,200000.0,4.9,5975.0,607057369509681,,"2D Flat, 8pcs Suitable for Christmas Tree & Home Decorations - 8pcs Bear Ornaments Set with Hanging Decor, Artificial Wood Hanging Baubles, Suitable for Indoor/Outdoor Xmas, Easter, New Year Tree Decorations for Year-Round Festive Parties, 2D Flat",https://img.kwcdn.com/product/fancy/afdf1f43-9cdd-434f-93f1-b45f1a1f19e4.jpg,[https://img.kwcdn.com/product/fancy/afdf1f43-9cdd-434f-93f1-b45f1a1f19e4.jpg],,https://www.temu.com/search_result.html?search_key=607057369509681&search_method=user,Home & Kitchen/Seasonal Decor,家居厨房用品/节日饰品,,[],2.04,1.75,,,0,,,,,0,2026-09-12 01:51:28,,https://img.kwcdn.com/product/fancy/afdf1f43-9cdd-434f-93f1-b45f1a1f19e4.jpg,"2D Flat, 8pcs Suitable for Christmas Tree & Home Decorations - 8pcs Bear Ornaments Set with Hanging Decor, Artificial Wood Hanging Baubles, Suitable for Indoor/Outdoor Xmas, Easter, New Year Tree Decorations for Year-Round Festive Parties, 2D Flat",False,
634418217905365.0,Family ornament,全托,https://img-2.kwcdn.com/supplier-public-tag/1f14f500aa0/82570993-24ab-476e-9a15-a6f43c224995_2048x2048.jpeg,128.0,2261.0,4.9,53.0,607057369525336,1pc 2D flat 英伦复古风深棕交织格纹印花毛毯，柔软毛毯，多种尺寸适合感恩节圣诞节节日装饰使用，也可用于办公室午休、客厅沙发、旅行或露营时使用。轻便舒适耐用的毯子。,1pc 2D flat 英伦复古风深棕交织格纹印花毛毯，柔软毛毯，多种尺寸适合感恩节圣诞节节日装饰使用，也可用于办公室午休、客厅沙发、旅行或露营时使用。轻便舒适耐用的毯子。,https://img.kwcdn.com/product/open/2d45feeba5ca4cf1ac8a6fad0faff963-goods.jpeg,[https://img.kwcdn.com/product/open/2d45feeba5ca4cf1ac8a6fad0faff963-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607057369525336&search_method=user,Home & Kitchen/Blankets & Throws,家居厨房用品/毯子,,[广告],6.06,5.21,,,5,,,,,0,2026-09-12 13:11:45,,https://img.kwcdn.com/product/open/2d45feeba5ca4cf1ac8a6fad0faff963-goods.jpeg,1pc 2D flat 英伦复古风深棕交织格纹印花毛毯，柔软毛毯，多种尺寸适合感恩节圣诞节节日装饰使用，也可用于办公室午休、客厅沙发、旅行或露营时使用。轻便舒适耐用的毯子。,False,
634418228765948.0,AAFNJKA,全托,https://img-2.kwcdn.com/supplier-public-tag/212a0cb8ac/32f02829-ac60-4357-a4c7-686cbff2f990_300x300.jpeg,36.0,47.0,5.0,2.0,607057570842336,,"Set of 2 Black and White Sketch Animal Pattern Oven Mitts, 27x17cm, Polyester Material, Suitable for Kitchen, Baking, and Home Use, Fun Design, Fine Texture, Simple and Attractive, Heartwarming Gift, Ideal for Daily Gifting, Light Luxury Item",https://img.kwcdn.com/product/fancy/dadb63d9-bedd-41ff-864b-d5b3675d2af8.jpg,[https://img.kwcdn.com/product/fancy/dadb63d9-bedd-41ff-864b-d5b3675d2af8.jpg],,https://www.temu.com/search_result.html?search_key=607057570842336&search_method=user,Home & Kitchen/Kitchen Utensils & Supplies,家居厨房用品/厨房用品,,[],6.39,5.49,,,0,,,,,0,2026-09-12 08:55:03,,https://img.kwcdn.com/product/fancy/dadb63d9-bedd-41ff-864b-d5b3675d2af8.jpg,"Set of 2 Black and White Sketch Animal Pattern Oven Mitts, 27x17cm, Polyester Material, Suitable for Kitchen, Baking, and Home Use, Fun Design, Fine Texture, Simple and Attractive, Heartwarming Gift, Ideal for Daily Gifting, Light Luxury Item",False,
