排名,预测分,商品ID,标题,美元价格($),cat_l1,cat_l2,main_url,总销量
164,1.016111401709402,606751218892186,3D 打印哑光黑阿兹特克死亡骷髅哨摆件 恐怖头骨发声口哨 暗黑小众桌面装饰工艺品 万圣节氛围道具复古图腾收藏摆件小众猎奇创意礼物,4.17,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/db6ace43-e35b-4b15-8d87-a7492187aab0.jpg,9
165,1.0151345595220718,601101799641525,1 件日本树Wabi Sabi中性米色墙面艺术帆布高清印刷海报，卧室、办公室、浴室、家居墙面装饰的理想礼物，无框,7.05,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/ed79f123e6bf4898841a91f145f52bbc-goods.jpeg,29
166,1.0144010910365173,607268359756945,2Dflat2D平面，日本招财猫装饰 - 旋转迎福招财猫桌面摆件，带旋转底座和加重稳定性 - 2D平面亚克力办公装饰，适合农历新年、家庭或商业用途 - 亚洲吉祥礼物，配金币和吉祥图案 - 节日工作空间繁荣增强器 - 农历新年庆祝活动的理想选择 - 紧凑优雅设计，2D平面,2.31,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/26ae6020-fed6-46b0-902d-a627a2536fc1.jpg,30
167,1.0141452282294872,605763594480213,黑色亚克力飞机模型雕塑 - 现代简约亚克力航空复刻，逼真螺旋桨飞机及机头艺术，适合家居办公室桌面装饰,2.27,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/5bc8e1e21f11452c886e8ef1394d36b1-goods.jpeg,0
168,1.0137562988109454,607516930993942,9个装装饰工艺球，自制放松球，非常适合派队礼物和家居装饰，非常适合居家、学校和办公室的恋人,3.53,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/9cfe893e-aab6-479b-af84-68cb6ffbcae6.jpg,13
169,1.0131623872301605,607454117100113,1件树脂彩色碎石蟹雕像 透明树脂动物摆件 桌面装饰 家居客厅海洋沙滩饰品,1.61,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/5690dea2-59d3-4fbc-b58a-5fc4f444b6fe.jpg,10
170,1.0110804531504716,605956666697027,2D平面无框画，6幅装秋季南瓜叶帆布画，时尚简约卡通植物海报与印刷品，适用于客厅、卧室及儿童房墙面装饰，2D平面,8.76,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/182950200fb24380bfdd1f548dfcd05f-goods.jpeg,2
171,1.0101032275551454,607419891604290,4pcs 2D平面印花，花与蝴蝶主题抱枕套，非真实刺绣，复古木纹与格纹装饰风格，柔软舒适方形沙发靠垫套，多尺寸可选，适用于客厅、卧室、书房和阳台，不含枕芯,5.49,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/41d1a6bc1b984f00ba15d0639860a3dd-goods.jpeg,3
172,1.0079841742998736,607209975083209,2pcs/set 小方块提花摇粒绒大分体椅套 两片式椅背套+椅面套组合装,7.43,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/a72351f0-e2c0-48b5-8911-778ac3e1fe91.jpg,17
173,1.0079164774692517,606891476373649,2D平面，1件亚克力家居装饰 - 优雅的金色小猪，表情丰富的眼睛，旋转运动，稳固的底座和开口硬币槽 - 新年、乔迁、生日的幸运财富吸引礼物 - 耐用的桌面装饰品（适合中国新年，节日装饰）- 可旋转设计，带有复杂的金色图案和光泽表面,1.23,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/20113bdf2c7e449cbfde08e1083ef2e8-goods.jpeg,18
174,1.0078722269902083,607186084319279,1 件可爱猫咪水龙头支架，带排水孔的海绵储物架，适用于浴室和厨房节省空间，排水架 |装饰储物|耐用海绵架、浴室收纳件和储物架,2.49,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/43d5367e-90d1-11f1-be35-0a580aa449f0.jpg,7
175,1.007621036088066,606364353006847,3件 2D平面 信仰、希望、爱布面墙艺术，卧室、客厅、浴室、办公室墙面装饰，多场景使用的艺术品，励志语录，极简主义风格，流行礼物创意，送给他/她的完美礼物 无框,6.59,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/79ba05b357a54fa1a378f95254e50ba5-goods.jpeg,153
176,1.007422399030537,606362339786924,2D平面，2件套中式鸟类墙壁艺术套装，2幅印刷品，复古蓝色植物纺织设计，复古亚洲风格装饰，节日礼物，客厅，卧室，办公室，餐厅，无框,5.14,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/86d0ba104f3c4134b697b300f9975ae7-goods.jpeg,14
177,1.005718551101236,601102287906295,500/900Ml 1个 家用手动绞肉机蒜蓉切碎机 旋转式蒜压榨器蔬菜洋葱切割机 厨房烹饪辅助,5.35,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/2024-04-18/1713421347760-da53de7dff27425db875995156369eb9-goods.jpeg,18
178,1.005634306635368,607222323105446,2D平面1件装 大西洋蝠鲼 金属墙饰 海洋动物金属标牌 装饰 乡村海岸牌匾 独特海洋生物墙面装饰 家居客厅卧室办公室庭院室内外时尚礼物 海洋爱好者 迁居 生日,5.54,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/f6423560bffa42aeb008a25cc63d27f7-goods.jpeg,4
179,1.0049545302950575,607500288002698,长柄防滑足部清洁刷+挂钩 - 免弯腰脚趾刷，成人浴室和足部护理工具，浅米色 - 适合家庭和沙龙使用，符合人体工程学设计，自我护理必备，挂钩方便使用之后悬挂，下次使用时方便拿取,1.33,家居厨房用品,清洁用品,https://img.kwcdn.com/product/fancy/356f1f55-6cd9-48c9-b110-3ab2477b742b.jpg,7
180,1.0039669830294422,607257756582834,127张 B-Tuan Fangdan Teen 2.0 个人卡和贴纸（55张个人卡和72张贴纸），是送给朋友的理想礼物,4.85,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/cbecf872-f90d-4440-93af-1eb703fd346b.jpg,89
181,1.0025302720023495,607334797519562,98/198支 凤尾签竹签 开胃菜用竹签 平底竹签 装饰性扁平牙签 开胃菜用 4.7英寸竹签 派对三明治水果熟食拼盘配件,6.33,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/f2f3da45-eadd-46c8-b803-8c88451d1f0b.jpg,20
182,1.0018927899920291,606692968367617,1个可扩展个层铅笔盒，带拉链，大容量笔记本收纳整理，适用于三角活页夹，美学文具袋，适用于学校办公用品，返校礼物,4.32,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/2024-08-21/1724210730039-60152a16be5948fea5c567a1f18154ac-goods.jpeg,4
183,1.000186007668554,607244737458372,"1件2D平面图案,圣诞窗贴玻璃静电贴纸，窗贴，玻璃贴画，窗户贴花可爱圣诞小驴子造型装饰静电膜适用于卧室厨房浴室阳台窗户圣诞家居装饰，双面打印，可重复使用，可移除的PVC节日防水贴纸，完美的万圣，圣诞节派对装饰贴纸-玻璃贴膜",1.35,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/ac552ff601ed4e788b583f515f793931-goods.jpeg,7
184,0.999755636439585,607429555280749,2D Flat No Frame Posters男孩如厕训练逐步视觉指南 - 教育海报，卡通浴室装饰，适合幼儿园、游戏室，完美如厕训练礼物之选size: 8inx12in Halloween Christmas Decor,1.86,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/0346da3e5a0e4dad8a4bdb0439c488f5-goods.jpeg,11
185,0.9995039975576623,606785847054387,万圣节女巫扫帚（含3条缎带，单支装），万圣节派对拍照道具，成人万圣节装饰道具，女巫扫帚服装配饰，适用于万圣节角色扮演派对、化装舞会、照相亭场景,10.84,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/5dd50a61-0c35-4c18-a627-3c7a0a8f551b.jpg,4
186,0.9993905490275036,607177225902618,2件/套 - 带按摩点的浴室防滑垫、防滑淋浴安全垫、带吸盘的防滑浴垫、符合人体工程学的淋浴安全和脚部放松设计，浴室配件，适合酒店、浴缸、房车使用,8.21,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/fancy/67d0449c-48c3-4b3a-ac3a-3aaddfece276.jpg,7
187,0.9992630366907592,607693561521947,10个白色透气网眼欧根纱袋，透明抽绳袋，适用于婚礼礼品、珠宝包装、节日礼品、化妆品，多功能礼品袋,1.6,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/9d43c93c-ae74-48d0-9186-c0452578bb71.jpg,14
188,0.9988856213670041,607653430436540,1件复古磁性相框，可用来放置回忆照片冰箱磁铁，个性化电影条 | 个性化浪漫礼物，采用软磁材质，带有复古胶卷纹理，适合生日和周年纪念日，送给他/她,0.72,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/dd7e60bd955f456abb3d6073ce117418-goods.jpeg,9
189,0.998420447575329,607373452275426,1件遮阳伞海滩挂钩-可以用它来挂一些东西，比如T恤、包、拖鞋、潜水面罩，或者任何你想要的东西-用于安装在最大直径8毫米的杆子上,1.25,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/c57965fb-c35f-4402-b9f6-b9ee463548b4.jpg,26
190,0.9962815640107359,607113740923988,迷你3合1充气泵，可充电便携式电动打气泵，4.5 kPa超强吸排气，超小型充气泵，配5个气嘴，适用于充气床垫、泳圈、浮排等充气用品 。,10.76,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/c9023dcc-0ad9-4c13-9f83-52a1d524a371.jpg,10
191,0.9960388896976948,607379894697259,随机款式，水果叉 动物可爱水果叉便当笔记,0.77,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/5145ace77ac24e62a1f7dc6a54720add-goods.jpeg,1
192,0.9958329031845518,606312276573889,"2D平面, 2D平面, 1件装, 墙面艺术, 海报, 时尚抽象建筑房屋艺术印刷品, 蓝白老街涂鸦线条插画帆布画, 卧室走廊装饰, 客厅美学设计, 送给朋友的礼物",3.33,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/7f93c7300cfd4669be49eba6a6bdbecf-goods.jpeg,24
193,0.9957676981365743,606049830552166,2D平面，1 件农家风格的青草地里的鸭子木制框壁画 - 创意墙壁装饰相框画 - 乡村风格家居装饰适用于家庭、客厅、卧室、厨房，咖啡馆，浴室、办公室，室内外使用，理想的入住礼物，家居装饰，乡村农舍复古风格，8x8英寸,10.07,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/6bc10371-ff6e-4b48-bab4-d5832a56d9ca.jpg,22
194,0.9956235277190272,607322717919488,2D平面画，1件装无框竖版小猫海报 - 现代简约黑猫墙壁艺术，适用于客厅、卧室、厨房装饰，可重复悬挂的帆布画，适用于浴室、走廊，送给爱猫人士的生日礼物，装饰品，2D平面画,3.14,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/ef08a900-4f9d-41aa-81ec-c0910f6c1643.jpg,22
195,0.9952388776907087,606966235692477,"Soft Botanical Tropical Leaf Printed Pattern Single Sofa Cover Chair Slipcover High Elasticity Stretch Durable Christmas for Tub Chair, Living Room Bedroom Office Dining Room Kitchen",16.78,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/898d1832f8a54598b1f1c15c40a4fba4-goods.jpeg,43
196,0.9951835931164376,607602293501542,3件套波希米亚风格木质墙艺术装饰品 - 镂空工艺画，包含花瓶、植物和香蕉叶图案，适合波希米亚家居及办公室装饰，无羽毛，不需电池,6.72,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/e5dfb5ba-7e70-4cb6-8d8d-b73b7a7ee671.jpg,3
197,0.9950218614031681,606752024142150,1个玛德琳平底锅，15杯硅胶玛德琳模具，贝壳形状的蛋糕模具，烘焙模具，小蛋糕，巧克力，饼干，烘焙工具，家庭厨房用品,4.79,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/fancy/9c02e8a1-b9c5-42e0-a529-e7ef9f763a51.jpg,34
198,0.9944352770850033,607002071762530,2D 平面，男孩房间装饰，送给儿子青少年男孩房间装饰礼物，励志男孩卧室装饰，从妈妈爸爸墙壁艺术礼物给男孩，家庭墙壁装饰生日圣诞节毕业礼物给儿子，非常适合房间装饰,1.52,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/de3a6d8669464c1c8512edcb24cc519c-goods.jpeg,5
199,0.9939685206435037,607634505743320,12个装可重复使用超大号铝箔食品保鲜膜，食品级材料，耐热隔热可调节设计，光滑反光表面，适用于厨房食品储存和保鲜,1.21,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/0987c5e1212c45b7995551e8e321e8fc-goods.jpeg,51
200,0.9933831134663584,606805577064875,5件套食品级硅胶烘焙工具组 - 耐高温刮刀与刷具组合，易清洁多功能厨具，适用于蛋糕装饰/烹饪/烧烤，是万圣节与圣诞节的理想赠礼,4.63,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/527998fe-a547-43a1-ae49-5bafd89bda32.jpg,0
