排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,source,真实总销量
134,1.091447036393659,607258830304336,万圣节蜘蛛网纹纸食物托盘 10个/30个/50个装，红蓝色设计；一次性容器，适合盛放零食、饼干和糖果，非常适合万圣节、亡灵节和生日派个装饰,3.06,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/b38e3abf-8780-4bbd-81bd-9d7811e0b89d.jpg,https://www.temu.com/search_result.html?search_key=607258830304336&search_method=user,909.xlsx,46
135,1.087942297414017,607631552926757,2Dflat，2D平面，可爱的麋鹿花园装饰 -，亚克力地插，带温暖的光线，非常适合庭院、草坪或花园，完美的家庭礼物，适合圣诞节和节日场合，节日花园装饰 | 幻想麋鹿设计 | 耐用的户外装饰，麋鹿装饰万圣节，圣诞节,1.04,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/81fc44c6cf874dce995a5c6eea8290c2-goods.jpeg,https://www.temu.com/search_result.html?search_key=607631552926757&search_method=user,914.csv,3
136,1.0852254770442729,606677399129904,"2D 新年快乐门盖装饰,180*90cm/70.8*35.4in,涤纶材质,带金色时钟与烟花图案,非常适合新年和圣诞节庆祝活动,新年派对用品",6.53,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/690f8d36-7796-4af4-9256-060cc407fa62.jpg,https://www.temu.com/search_result.html?search_key=606677399129904&search_method=user,912.csv,0
137,1.0848109168952713,607291176778592,1件-60分钟机械式计时器，带响亮警报的视觉烹饪时钟，无需电池，非常适合温度计、烘焙管理、教室、家庭、运动、学习及倒计时使用（黑色）,5.88,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/6fe662f4-43f3-4742-9ad2-bc063494626d.jpg,https://www.temu.com/search_result.html?search_key=607291176778592&search_method=user,914.csv,14
138,1.083598210004785,606713503658066,4 件，现代简约抽象风格抱枕套，带几何色块圆弧线条图案印花设计，日常家居装饰枕套，拉链闭合方形靠垫套，柔软舒适，适用于厨房沙发、客厅、卧室、户外、床品节日装饰，不含枕芯，可机洗，单面印花,5.53,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/8e20848024d4406ebe1d6ff26aa9e16c-goods.jpeg,https://www.temu.com/search_result.html?search_key=606713503658066&search_method=user,912.csv,0
139,1.082548373895046,607478947358257,1件 加厚全棉坐垫 草莓格子拼布椅垫 全棉榻榻米坐垫 学生宿舍坐垫 办公室椅垫 凳子座垫 家用垫子 四季通用,13.8,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/0a0a4802-91b4-4406-95cc-f6a0f3e558ad.jpg,https://www.temu.com/search_result.html?search_key=607478947358257&search_method=user,910.csv,14
140,1.0823087012433625,606769338225384,3/2件-毛绒被套套装-包含枕套，绒感秋冬保暖舒适，卧室单人双人床上用品套装（不包含枕芯，被芯和床单）,19.71,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/fc0df18eef7b410f8381f350711fcbca-goods.jpeg,https://www.temu.com/search_result.html?search_key=606769338225384&search_method=user,912.csv,4
141,1.0821029685107013,607466196712374,"硅胶烘焙垫,专为四分之一英寸烤盘设计，2 件装/4件装可重复使用的不粘烘焙垫,用于烘焙的食品安全硅胶垫,用于制作饼干,马卡龙,面包,(11.8 英寸长 x 8.3 英寸宽)",5.68,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/fancy/ae9196c8-9c18-4395-960e-21379dd0693c.jpg,https://www.temu.com/search_result.html?search_key=607466196712374&search_method=user,916.csv,0
142,1.0802761993780878,607292518938983,1pc100%纯棉格子单被套罗宾,17.96,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/31167e47-6d95-4f4f-9db5-8c9a2e9a6760.jpg,https://www.temu.com/search_result.html?search_key=607292518938983&search_method=user,912.csv,5
143,1.0800925605025196,607368351979950,2D平面款 粉色碎花优雅悬挂式纸巾盒，适用于客厅、宿舍床头、浴室等多种场景，花卉主题，便携壁挂式纸巾收纳袋，通用各类纸巾，2D平面款,2.74,家居厨房用品,浴室用品,https://img.kwcdn.com/product/open/2bd88e382298404c970b8c438be8a372-goods.jpeg,https://www.temu.com/search_result.html?search_key=607368351979950&search_method=user,912.csv,0
144,1.079760717814924,607158301226101,地毯防滑垫 可重复使用地垫固定器 适用于家庭厨房卧室客厅 易于安装的地垫锚点 地毯定位与家居整理配件,3.02,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/fancy/7a78c05b-3bd1-4053-85a5-b51abf090357.jpg,https://www.temu.com/search_result.html?search_key=607158301226101&search_method=user,912.csv,0
145,1.0795539131087526,607505790928146,罗威纳窃贼警示木质标牌：2D 平面趣味诙谐犬只图文，适用于院门趣味布置，赠予爱犬人士个性装饰挂牌,1.03,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/250d97cf-5aaa-461d-bbf1-86a4623bf701.jpg,https://www.temu.com/search_result.html?search_key=607505790928146&search_method=user,912.csv,10
146,1.075406816131701,606296505958879,"1件抱枕套，卡通简笔画风格红色狗狗图案抱枕套，单面印花，拉链闭合，可机洗，装饰抱枕套，适用客厅沙发，卧室，办公室、庭院及户外座椅装饰,家居点缀装饰靠垫套（不含枕芯）",5.91,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/2da979d1-5c74-4895-bc69-5cea0a0dbb1b.jpg,https://www.temu.com/search_result.html?search_key=606296505958879&search_method=user,913.csv,1
147,1.0745469695162753,607216014843322,1件2DFlat 桌旗、枫叶与藤蔓图案设计，秋季色调，适用于感恩节、秋季节日、丰收日、返校季等场合，适合家庭、餐厅、咖啡馆、厨房、餐桌、茶几、自助餐桌是活动造型、宴会、野餐、节日装饰、节日展示、季节性餐桌布置的完美选择，可机洗，送礼佳品,2.01,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/25fa2eac-622f-4884-adae-8f7990d28a43.jpg,https://www.temu.com/search_result.html?search_key=607216014843322&search_method=user,914.csv,5
148,1.0744464944558971,606784639095695,24件装窗帘轨道滑轮，合金轴承垫圈，复古挂钩延长件，弧形锌合金滚轮,9.65,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/2024-04-30/1714472055435-7511f319fd1449cda8db9ec18d4a6fa1-goods.jpeg,https://www.temu.com/search_result.html?search_key=606784639095695&search_method=user,910.csv,0
149,1.0727745428727349,606651360856453,植绒浴室地垫 北欧风条纹樱桃植绒蓬松防滑吸水地垫 家用卫生间地垫 植绒浴室地毯厕所脚垫 家居装饰,14.73,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/fancy/4c57aeb1-8a87-4b97-a555-b1a47f33bcb9.jpg,https://www.temu.com/search_result.html?search_key=606651360856453&search_method=user,910.csv,0
150,1.0724081813654396,607197492795215,Random Colors-3D打印斗鱼雕像，泰国斗鱼雕塑，桌面摆件，独特的鱼类爱好者礼物，节日装饰品,3.15,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/b45d355f-45cc-4f13-94d9-b17fe484345e.jpg,https://www.temu.com/search_result.html?search_key=607197492795215&search_method=user,909.xlsx,1
151,1.0718312129544003,607550216971226,一件装厨房水槽硅胶防溅挡板 - 防滑、易清洁台面隔挡， 配大吸盘，适用标准水槽，防止水渍和杂乱，适合家庭及餐厅使用，厨房水槽配件 | 现代厨房配件 |适用厨房餐厅居家日常 父亲节母亲节感恩节实用礼物 家庭必备,2.96,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/5f9c9a7e-d416-47db-8b37-fe7512b0cc2f.jpg,https://www.temu.com/search_result.html?search_key=607550216971226&search_method=user,912.csv,7
152,1.071244649082564,607482571291374,蓝色三角旗，可重复使用的三角旗，适用于开幕典礼、嘉年华主题、生日派对装饰、户外活动、教室装饰，婚礼派对，周日纪念日,2.87,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/f7485845-6350-4ab3-a585-48a47e0c0439.jpg,https://www.temu.com/search_result.html?search_key=607482571291374&search_method=user,909.xlsx,0
153,1.069276334555708,607197694127609,【】1pc枕套，2D平面印刷羽毛闪光青金色抱枕套，柔软舒适的聚酯短绒面料，单面印花，（不包含抱枕芯）多尺寸选择：18*18英寸16*16英寸，机洗，拉链闭合，织物聚酯装饰靠垫套，用于家居，沙发，卧室和办公室装饰,4.67,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/307200ef-f5c0-4dba-9696-4a7d94d95886.jpg,https://www.temu.com/search_result.html?search_key=607197694127609&search_method=user,909.xlsx,13
154,1.0691954413963123,607011198588235,客厅卧室流苏窗帘绑带 手工绳结窗帘束带 轻奢家居柔软装饰点缀,7.64,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/f24626f8-91f2-471c-9c23-802688fc32e4.jpg,https://www.temu.com/search_result.html?search_key=607011198588235&search_method=user,909.xlsx,0
155,1.066755843729523,607545922003561,随机颜色多功能塑料牙刷和牙膏架套装，配有防尘盖，具备排水功能，适合居家使用,3.97,家居厨房用品,浴室用品,https://img.kwcdn.com/product/open/17b034c81c06425faaf300bfe4b6ba59-goods.jpeg,https://www.temu.com/search_result.html?search_key=607545922003561&search_method=user,914.csv,8
156,1.064676364147426,607554109290782,107件装 棕米色气球花环套装，适用于生日、迎婴派对、婚礼、周年纪念，波西米亚风Ins风派对装饰用品，易于组装,6.0,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/ce52bce4-4c45-4f71-a289-3765e350ac92.jpg,https://www.temu.com/search_result.html?search_key=607554109290782&search_method=user,911.csv,18
157,1.0641566805625855,607512636026677,13pcs 高级氛围感金色仿真装饰枝，羽毛般细密层次搭配优雅金属光泽，适合打造秋冬高级氛围，可用于感恩节、丰收节、万圣节、圣诞节、新年及婚礼宴会布置，适合花瓶插花、餐桌中心装饰玄关摆件、门环制作、壁炉台、礼盒包装、摄影背景和商店橱窗陈列，轻便耐用、可塑性强,2.99,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/132333e8-5479-4967-a91e-244ccf489ed9.jpg,https://www.temu.com/search_result.html?search_key=607512636026677&search_method=user,914.csv,16
158,1.0636080915533672,606926373027054,两件装（总长404厘米/159.06英寸）绚丽鞭炮仙女串灯，适用于圣诞节、感恩节、斋月、新年、婚礼、斋月、生日、舞会、周年纪念求婚及节日场景装饰——点亮节日氛围的灯饰,2.96,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/f20cca3b-a5c9-48f8-8a01-3693b4d02db1.jpg,https://www.temu.com/search_result.html?search_key=606926373027054&search_method=user,914.csv,3
159,1.0634810944263973,607353453830023,1 件冬季加厚一体式连体躺椅套 简约现代短毛绒椅垫 多规格通用办公电脑椅餐椅休闲躺椅套 多色可选宠物友好可机洗椅子保护套,26.23,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/3372bc0ca7f841cdb2c7bf5e3bea1df9-goods.jpeg,https://www.temu.com/search_result.html?search_key=607353453830023&search_method=user,910.csv,0
160,1.0628450102476819,607200982442900,肉类店和熟食店定制Logo围裙，上传您的图像，1件装，前面分隔口袋，6种颜色，胸前印花,5.22,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/b23ce770-f042-4c5d-98e2-d38d869c2e21.jpg,https://www.temu.com/search_result.html?search_key=607200982442900&search_method=user,909.xlsx,2
161,1.0623904102559265,606379603554619,2D平面，1件装，触摸就能改变那么多人的生活，改变世界的乡村木质悬挂标牌，护士节感谢装饰，护士节木质标牌，诊所装饰，护士站装饰，护士礼物,1.24,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/7edd117983e24b32afd6f8a02d17c18e-goods.jpeg,https://www.temu.com/search_result.html?search_key=606379603554619&search_method=user,909.xlsx,0
162,1.0598592638800859,607011936768715,睡眠马和小马造型可爱农场动物2D平面印刷造型毛绒抱枕，非常适合沙发卧室客厅舒适家居装饰，适用于办公室和汽车，抱枕礼物,20.58,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/4fec43d9b55e40dbbb4fb9a1e5414268-goods.jpeg,https://www.temu.com/search_result.html?search_key=607011936768715&search_method=user,916.csv,3
163,1.0591525268592834,606789739323241,6件套数字6与7拍照道具，含星星闪电爱心眼镜——彩色纸质数字眼镜，适用于生日婚礼迎婴派对装饰、圣诞节、新年及家庭活动——派对礼品,2.71,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/14d604cd-d775-4f9d-93a0-4999852b5155.jpg,https://www.temu.com/search_result.html?search_key=606789739323241&search_method=user,913.csv,0
164,1.0591480471207904,607478813142950,2D平面 - 1个定制文字姓名Logo DIY 2D平面印花枕套 生日出生于 Yap 字体搭配花朵和草莓，潮流趣味女士和朋友礼物，可重复使用家居装饰套，适用于沙发卧室客厅和办公室,2.86,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/1eaad570433441ac94e28f52761c054f-goods.jpeg,https://www.temu.com/search_result.html?search_key=607478813142950&search_method=user,912.csv,0
165,1.0590521154136263,607398953603826,10/20/30个装，玫瑰金闪粉16岁生日纸杯蛋糕装饰，Sweet Sixteen纸杯蛋糕插牌，生日派个甜点蛋糕装饰，生日派个用品,2.19,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/a5401803-132b-4e86-abb6-c9c8e8de4f36.jpg,https://www.temu.com/search_result.html?search_key=607398953603826&search_method=user,909.xlsx,1
166,1.0583784257529836,607278291890639,金属衣架，重型带侧钩挂衣架，底座加宽稳固独立式衣帽架，适用于卧室玄关、家居收纳整理,11.44,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/b9c6e526-6a30-412d-a019-919fa51eaaf3.jpg,https://www.temu.com/search_result.html?search_key=607278291890639&search_method=user,914.csv,5
167,1.0576788272238682,606016410371103,2D平面定制海报套装（3张）- 适合青少年房主题装饰，年轻人艺术品，墙壁艺术印刷品，帆布艺术，独特礼物，家居装饰，墙壁装饰，非常适合女性、情侣、朋友、宠物和家庭,4.87,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/7ee42bd1a74a443cad13a98723902c32-goods.jpeg,https://www.temu.com/search_result.html?search_key=606016410371103&search_method=user,914.csv,0
168,1.0572695770215914,606820005423216,巧克力包子，卡哇伊可可甜点2D平面印花造型填充抱枕，非常适合沙发卧室客厅舒适家居装饰，适用于办公室和汽车，抱枕礼物,21.7,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/bc13b3db38404b139823228e457ede18-goods.jpeg,https://www.temu.com/search_result.html?search_key=606820005423216&search_method=user,916.csv,2
169,1.0555764499956828,606261005412486,2D平面，2D平面，3件套彩色龙虾，彩色鱼，虾墙 आर्ट प्रिंट，鲜艳的海鲜海报，以及时尚的鱼美学厨房墙壁装饰，带细条纹，适合卧室、客厅、浴室和办公室装饰,6.84,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/37a0b2e1-9b86-46e6-a750-c86e1b54aea0.jpg,https://www.temu.com/search_result.html?search_key=606261005412486&search_method=user,913.csv,12
170,1.054227181435957,606154923059420,2D flat Printing 3PCS/4PCS 灰金流纹浴室地垫简约风格现代艺术风格 浴室垫套装 马桶盖垫和地毯 浴室装饰 U型脚垫,11.6,家居厨房用品,浴室用品,https://img.kwcdn.com/product/open/42fad5f1fbcb4a0eb06964aef72a5aed-goods.jpeg,https://www.temu.com/search_result.html?search_key=606154923059420&search_method=user,912.csv,10
171,1.0530254121764075,606768532951559,3件装：多层裤架和2个帽子架，衣柜收纳套装，重型省空间设计，适用于裤子、牛仔裤、围巾和帽子，1个挂钩可容纳8顶帽子，帽子悬挂杆，适用于衣柜，免打孔无痕衣架,5.91,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/858b219d15f94dcba44a3c0475908e2c-goods.jpeg,https://www.temu.com/search_result.html?search_key=606768532951559&search_method=user,913.csv,0
172,1.0521039495272138,607167964892703,1个透明风扇架，U型桌面手风扇展示架，带稳定底座的风扇支架，易于组装的风扇收纳整理器，适用于家居装饰收藏的传统风扇架,1.2,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/acdb31c04d684c2c8e16b46ffe685fb5-goods.jpeg,https://www.temu.com/search_result.html?search_key=607167964892703&search_method=user,913.csv,0
173,1.0516679412239665,601104407903267,两件套方形枕套套装 黑色靠垫配粉色新月与星星图案 家居沙发装饰 节日装饰 抱枕套 枕套（不含枕芯）,4.73,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/d3996c95759742f881487e83053e86bd-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104407903267&search_method=user,915.csv,2
174,1.0513083149122566,606623577809321,3/5件装重型挂钩 - 免钻孔安装，强力粘胶免打孔壁钩，防水挂钩用于悬挂外套、帽子、毛巾浴袍挂钩架，壁挂式浴室卧室置物架毛巾架，耐用塑料挂钩适用于家居收纳与节日使用，多功能挂钩,1.42,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/f6d8e760-0c84-4f81-99ba-1fb96b574b3a.jpg,https://www.temu.com/search_result.html?search_key=606623577809321&search_method=user,910.csv,4
175,1.0505357431332638,606381616772367,Double-sided 1pcs 2D个面个面不含内芯抱枕套复古赤陶牡丹花卉抱短绒拉链封口米色棕色橙色绿色植物印花适用于沙发床客厅传统中式风格装饰平面14x14 16x16 18x18 20x20inch 无内芯,4.41,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/029772e926044993a2abee8525fd4d59-goods.jpeg,https://www.temu.com/search_result.html?search_key=606381616772367&search_method=user,915.csv,8
176,1.0480799245977193,606778733461722,1 X Fragrance Pop-Up Lid Sports Water Bottle + 1 X Flavor Infuser Ring,7.65,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/aisc_image/algo/opt/a78523b3/4c6827d3/fbd74ae1e3204ca9a5629c64c2ee4e8e-goods.jpeg,https://www.temu.com/search_result.html?search_key=606778733461722&search_method=user,910.csv,20
177,1.0480495824855462,605646892183792,2pcs 复古田园风蕾丝花卉双层窗帘 多色可选挂钩款 客厅卧室通用女生卧室唯美氛围感遮光帘,42.27,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/c632564e-4756-4299-8e82-531e6f3b4bf7.jpg,https://www.temu.com/search_result.html?search_key=605646892183792&search_method=user,914.csv,0
178,1.0464328224094597,606288251581758,1pc 创意波浪条纹沙发垫 防滑耐磨宠物友好沙发巾 柔软短毛绒 宠物友好沙发保护套-云馨,5.51,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/4a231967-eb26-471d-a0b2-69d9e8d411b5.jpg,https://www.temu.com/search_result.html?search_key=606288251581758&search_method=user,911.csv,0
179,1.0443768983035409,606211143484705,无限系列7号无绳吸尘器替换滤芯 | 兼容型号：BKS711XXL、BBS711W、BBS712A、BCS711GB、BKS711MALL | 可水洗HEPA滤网，结构耐用,8.74,家居厨房用品,吸尘器及扫地机器人,https://img.kwcdn.com/product/fancy/0191d35e-a260-4f1b-b5a0-8ca3261fef6a.jpg,https://www.temu.com/search_result.html?search_key=606211143484705&search_method=user,909.xlsx,9
180,1.0442899954472795,607388887262069,2/4条 随机颜色 Veriliss波西米亚蝴蝶结手巾 - 带挂环，淡粉色/薄荷绿/米色/桃色/粉色，超柔软超细纤维快干擦手毛巾，吸水方巾,4.55,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/b310953ef694443a96a80b5ab756bace-goods.jpeg,https://www.temu.com/search_result.html?search_key=607388887262069&search_method=user,916.csv,0
181,1.0430782007061887,607169307070067,二维平面海报与印刷品 白鹭苍鹭竖版墙壁艺术 - 无框画 适用于秋季感恩节乡村农舍装饰，绿植与鹭鹭野生动物帆布画，客厅卧室乡村美学风格鸟类绘画,1.69,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/553d9a8d11c342fd98457ca40f1dbdbd-goods.jpeg,https://www.temu.com/search_result.html?search_key=607169307070067&search_method=user,913.csv,0
182,1.038428255486636,606568498198937,"【jit】coco,高颜值印花抱枕套,适用婚礼现场,节日礼物, 派对装饰,办公室休息室,卧室客厅沙发通用",4.49,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/694569780fb949f8b9947fb2b3c4c38e-goods.jpeg,https://www.temu.com/search_result.html?search_key=606568498198937&search_method=user,909.xlsx,18
183,1.0379056416848864,606961806492489,11/22/33片装 自粘方形细网排水口贴纸，防堵塞淋浴地漏过滤网，防虫地漏滤网，适用于浴室淋浴、马桶及厨房水槽排水口，日常家用管道防堵塞保护产品,0.68,家居厨房用品,浴室用品,https://img.kwcdn.com/product/open/8e11def70bea4155b41093d9dfa6f3dc-goods.jpeg,https://www.temu.com/search_result.html?search_key=606961806492489&search_method=user,911.csv,0
184,1.0378418892094723,606785645708050,草莓果冻包子，卡哇伊水果2D平面印花造型填充抱枕，非常适合沙发卧室客厅舒适家居装饰，办公室和汽车也适用，抱枕礼物,18.04,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/c84f78fa5b9f4e95964e3f7f2e1d5479-goods.jpeg,https://www.temu.com/search_result.html?search_key=606785645708050&search_method=user,916.csv,1
185,1.0373985569195616,605613287416740,2件套开斋节聚酯纤维抱枕套 黑底白色阿拉伯风格灯笼图案抱枕套， 适合家居沙发装饰，家居摆设，卧室家居装饰，完美的节日礼物，拉链封口，涤纶抱枕套（不含枕芯）,7.3,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/c359f178471644e5adcc47dc3d7ae805-goods.jpeg,https://www.temu.com/search_result.html?search_key=605613287416740&search_method=user,915.csv,5
186,1.0357523560004074,606802758471809,二维平面画作，2D无框帆布油画，单幅，高品质帆布艺术品，现代墙壁装饰海报，简约风格，花卉边框中的垂耳兔，适用于客厅与卧室，是雅致的家居装饰品,2.87,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/77e6c0c70dd546f0a4888e66be1376c8-goods.jpeg,https://www.temu.com/search_result.html?search_key=606802758471809&search_method=user,909.xlsx,0
187,1.0339050118525837,607173870494412,性能刹车碟片2D平面印花造型填充抱枕 装饰靠垫 绿色卡钳刹车盘 车库装饰 汽车爱好者父亲节礼物，2D平面款,18.65,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/a70c73596e194352983525e68fd40e38-goods.jpeg,https://www.temu.com/search_result.html?search_key=607173870494412&search_method=user,912.csv,0
188,1.0332872671411,606802892706140,2件套视错觉红酒架，仿真酒水流出造型酒瓶支架，网红桌面装饰摆件，吧台氛围感好物，趣味创意小礼品。,7.45,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/fancy/d04c7dc4-9dd4-4d9b-a00a-0d2b8bf4379e.jpg,https://www.temu.com/search_result.html?search_key=606802892706140&search_method=user,910.csv,1
189,1.0315275368430046,601103313913336,1个17.5盎司保温不锈钢水瓶 - 适合户外探险、旅行及作为圣诞节、感恩节和新年礼物，复古礼物，夏冬饮品器具，户外旅行配件，咖啡杯和马克杯,11.17,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/open/2e5020d5fb7d46d3b47de0d92824bc48-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103313913336&search_method=user,914.csv,12
190,1.0312796186946596,607319094045015,2 件装气球充气套装，配备打气筒与气球打结器，随机四种颜色，适用于生日、婚礼、新年、万圣节、圣诞节及各类主题派个聚会装饰,1.1,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/a5a8d2d8ff87449c86d02d0baa9b1328-goods.jpeg,https://www.temu.com/search_result.html?search_key=607319094045015&search_method=user,910.csv,13
191,1.0310420599939119,607407140926148,1pc.2D平面印花设计仿木箱结构复古像素图案印花无纺布收纳盒。大容量、可折叠、个侧便携提手，易搬运。适合存放衣服、饰品、礼品、工具、书籍、日用品等零散小件。卧室、客厅角落、书桌、衣柜等皆可摆放。,5.81,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/2c71550f-353e-4a50-9f82-f9ae2d065550.jpg,https://www.temu.com/search_result.html?search_key=607407140926148&search_method=user,914.csv,26
192,1.031030776701417,607127162704642,1/2件恐龙主题三明治切割器 DIY面包&吐司模具，适用于学校午餐盒装饰，食品安全塑料,2.19,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/1e683468-b4ef-4457-8f39-8d4064368ddb.jpg,https://www.temu.com/search_result.html?search_key=607127162704642&search_method=user,913.csv,7
193,1.0300295620084905,607516796778625,100张鼠尾草绿色客人餐巾纸，绿色金色一次性餐巾，餐巾纸，手巾，适用于家庭厨房浴室节日婚礼派个用品,11.03,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/82602799a8e444efbde83b3e33644ecf-goods.jpeg,https://www.temu.com/search_result.html?search_key=607516796778625&search_method=user,911.csv,6
194,1.0299123781307564,605773795006293,时尚便携不锈钢鸡蛋顶部切割器 开蛋器 生鸡蛋壳剪刀工具,2.63,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/2024-05-03/1714759497322-a507ee4009b9457bb97959e3ceffeba2-goods.jpeg,https://www.temu.com/search_result.html?search_key=605773795006293&search_method=user,910.csv,3
195,1.0296767186389448,607493308698483,1PC 派个桌布，米底色中心枫叶散落秋叶秋日风格图案派个桌布，耐用聚酯面料，适用于室内外日常及感恩节派个装饰，易清洁的桌布，适用于咖啡桌、餐桌、酒店、餐厅、露营及欧美家庭厨房装饰,3.66,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/0f000feb13c643898ae9259fa7f51ef6-goods.jpeg,https://www.temu.com/search_result.html?search_key=607493308698483&search_method=user,911.csv,5
196,1.0276807464066708,606834568092691,1个2D平面沙兹尔瓷砖马赛克遗产蓝图案工艺耐用圆形冰箱磁铁，适合粘贴照片、明信片等于冰箱上，作为厨房装饰品,2.48,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/c096f8c74a85482790c3ea8900215975-goods.jpeg,https://www.temu.com/search_result.html?search_key=606834568092691&search_method=user,911.csv,0
197,1.0269289986187378,606876041317130,Cryhay 工业风马桶置物架 卫生间免打孔落地收纳架 浴室洗护用品毛巾储物整理架,15.0,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/e9374d4acda94f8a9baef093a0580d53-goods.jpeg,https://www.temu.com/search_result.html?search_key=606876041317130&search_method=user,909.xlsx,1
198,1.0253670930337733,607242589989107,一卷自粘PVC新月形绿叶静电贴膜，窗户隐私膜，彩色窗户贴花，3D装饰窗户乙烯基膜，彩色玻璃窗贴膜，静电贴膜窗户贴纸,4.34,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/3cd82f18-82e4-43c3-9aed-5542060ff137.jpg,https://www.temu.com/search_result.html?search_key=607242589989107&search_method=user,913.csv,15
199,1.0253610303661191,607034284049876,大尺寸静电吸附墙贴 免胶无痕不伤墙 莫兰迪纯色哑光壁纸 租房宿舍卧室翻新,5.11,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/9366f0b9-efc0-4cce-b756-8e8144613001.jpg,https://www.temu.com/search_result.html?search_key=607034284049876&search_method=user,910.csv,3
200,1.024791767708989,606516371373948,2件或3件套2D平面印花床笠，甜美公主设计，带有芭蕾舞者和猫咪图案，粉色系，饰有心形、蝴蝶和星星图案，以及'相信你的梦想'字样,19.91,家居厨房用品,床上用品,https://img.kwcdn.com/product/211a2a470d0/f485f2de-a9ff-4e79-8ce5-f4fe99a5dac6_1500x1500.jpeg,https://www.temu.com/search_result.html?search_key=606516371373948&search_method=user,912.csv,13
