排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
247,0.900982970114899,606280483726917,3件套K-POP音乐心形手绘床笠套装（含1床笠+2枕套，无芯），音乐爱好者主题，多彩床品，柔软透气床垫保护罩,19.77,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/253f05b1f82c4a6fad4752effab0c10d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606280483726917&search_method=user,913.csv,False,,False,2
248,0.9009684814974439,607363788573535,2D平面，2D/平面3件套简约复古花卉墙 आर्ट，瓦比沙比风格抽象花卉帆布印花，现代波西米亚风客厅卧室玄关墙面装饰，暖色系植物艺术帆布画，无框,9.23,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/893da61498214e7dac1c5d9255ba9027-goods.jpeg,https://www.temu.com/search_result.html?search_key=607363788573535&search_method=user,913.csv,False,,False,2
249,0.9005779609176122,607130048397136,"2D Flat, 1pc 1pcs 1pc Suitable for Kitchen, Cafe, Porch Vintage Wall Sign ""Life Begins the Day You Start Gardening"" Quote - Round Gardening Decor Plaque with English Phrase, Decoration for, Gift for Gardeners, No Frame, 2D Flat",4.97,家居厨房用品,节日饰品,https://img.kwcdn.com/product/2123a6789c/82d75fa3-3223-4d46-a88b-09f3e1d58e36_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607130048397136&search_method=user,913.csv,False,,True,0
250,0.8999465775807031,607123874357868,1pc 8*8inch/20x20cm的2D平面圆形铝标牌，有关雷鬼音乐的复古铝牌匾，雷鬼音乐氛围装饰牌，适合酒吧装饰、音乐室装饰或礼物，适合咖啡馆装饰、音乐室装饰或礼物，适合游戏室装饰、音乐室装饰或礼物,5.03,家居厨房用品,节日饰品,https://img.kwcdn.com/product/2123a67b08/37dca480-d2b0-45bf-bf95-800f9f0a2248_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607123874357868&search_method=user,913.csv,True,酒,True,8
251,0.8995463252559783,605797501248768,"2pcs Set, Polyester Linen Texture Premium Curtains, Light Permeable Privacy Sheers, Bag-In-Rod Hanging Style, Modern Farmhouse Style, Suitable for Bedroom, Living Room, Office, Kitchen And Other Decorative Occasions",12.3,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/db0187bb96f54dc0bdf96d8f7c551496-goods.jpeg,https://www.temu.com/search_result.html?search_key=605797501248768&search_method=user,913.csv,False,,False,0
252,0.8993254434502834,606621631622483,一款金属鞋柜 - 防尘矩形收纳盒，独立柜体，坚固组装，适用于入口、卧室、宿舍 - 多功能家居整理和空间节省，鞋柜收纳盒，宿舍整理盒，极简设计，防尘设计NB130,10.71,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/f0310f17-6d61-446f-8a33-43d93f2701e1.jpg,https://www.temu.com/search_result.html?search_key=606621631622483&search_method=user,913.csv,False,,False,0
253,0.8992638952248628,605815217959079,2D平面画作，3件套AZNM现代抽象墙壁艺术印刷品——马蒂斯与毕加索风格，适用于鼠尾草绿画廊套装，中世纪中性风无框海报，办公室极简装饰——标志性艺术家印刷品,19.03,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/777246f0a87144c1b0c73fb243fa15d5-goods.jpeg,https://www.temu.com/search_result.html?search_key=605815217959079&search_method=user,913.csv,False,,False,5
254,0.8989198201689585,607201787797134,"1件2D平面图案,圣诞窗贴玻璃静电贴纸，窗贴，玻璃贴画，窗户贴花圣诞节日可爱萌宠小猫咪静电膜适用于卧室厨房浴室阳台窗户圣诞家居装饰，双面打印，可重复使用，可移除的PVC节日防水贴纸，完美的万圣，圣诞节派对装饰贴纸-玻璃贴膜",1.47,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/16e37c8b80554570a3dfaf1962970810-goods.jpeg,https://www.temu.com/search_result.html?search_key=607201787797134&search_method=user,913.csv,False,,False,5
255,0.8989089668654251,607130115497749,"2D Flat Storage Box 1pc, Moonlight Shows Romantic Scene, Storage Bin for Bedroom, Garage, and Home Use-ideal for Organizing Sundries, Snacks, and Tools; Stackable Design Featuring a Dust-proof, Dual-zipper Closure and Convenient Handles., 2D Flat",5.76,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/211523406cc/a230dd59-2ea0-4227-a5a9-ff34d780170c_1024x1024.jpeg,https://www.temu.com/search_result.html?search_key=607130115497749&search_method=user,913.csv,True,Led,True,0
256,0.8988315927953535,607109982831912,缅甸云朵计数小屋壁龛造型抱枕 温馨故事书装饰靠垫 适用于温馨房间 可爱宠物装饰 动物爱好者魅力 2D平面印花造型填充抱枕，2D平面,17.06,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/d8639f1b06e54750962fe0dd578465b5-goods.jpeg,https://www.temu.com/search_result.html?search_key=607109982831912&search_method=user,913.csv,False,,False,0
257,0.8985547342429769,601104354066021,2D平面装饰画，1幅超大尺寸帆布墙画——现代抽象超现实主义风格，采用黄、红、黑、白四色调，带框装裱即挂即用，适用于客厅、卧室、办公室、餐厅等空间。现代家居装饰，帆布墙画即挂即用，办公室艺术品，几何图案，高清印刷，装饰艺术品，室内设计师推荐，2D平面设计,33.18,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/d79b1f58-959e-44f5-95c8-4aae7f5b851e.jpg,https://www.temu.com/search_result.html?search_key=601104354066021&search_method=user,913.csv,False,,False,2
258,0.8983632541640866,607037975060918,2D平面 无框 3PCS 艺术印刷品，主题为鹿和玫瑰，粉色花卉帆布画，蝴蝶主题墙壁装饰，异想天开的浪漫风格，现代装饰品，复古海报，适合家居装饰和礼品,2.84,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/4dca85ec6c3447ed82daa9f093cff906-goods.jpeg,https://www.temu.com/search_result.html?search_key=607037975060918&search_method=user,913.csv,False,,False,7
259,0.8983238155381214,606679815060582,2026年足球赛事 - 2D平面，1个装，美式足球圆形标志牌，爱国主义设计复古装饰牌，复古风格门廊装饰，墙面装饰，家居装饰，房间装饰，标志牌 20X20Cm,1.95,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/e44b122ddd6346fb958a6f9036ca738a-goods.jpeg,https://www.temu.com/search_result.html?search_key=606679815060582&search_method=user,913.csv,False,,False,0
260,0.8980528344840583,607010930145260,14件装黑色可调节家具增高垫 - 可堆叠，重型设计适用于床、书桌、椅子和沙发 - 耐用塑料材质，易于手洗，适合家庭和宿舍使用，时尚黑色支撑，床用家具增高垫,12.78,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/05fea4bd-7500-4612-b37f-48d25b3d3ed9.jpg,https://www.temu.com/search_result.html?search_key=607010930145260&search_method=user,913.csv,False,,False,1
261,0.8965509998997837,607592092954451,7pcs 带手柄的波西米亚布料收纳篮，可折叠带个把手 - 重型面料抽屉式整理箱，节省空间的设计，多功能衣物收纳、衣柜、卧室收纳，适用于衣物、内衣、袜子 - 非常适合家庭、宿舍、衣柜整理、床下收纳,13.91,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/6de6237686d34016ac70bf36b82aa3ce-goods.jpeg,https://www.temu.com/search_result.html?search_key=607592092954451&search_method=user,913.csv,False,,False,7
262,0.8965353284937669,606785578601332,4个装典雅高级黑色金色大理石纹抱枕套拉链封口适用于客厅卧室和沙发餐厅门廊办公室装饰（不含枕头）,6.68,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/f8c362d9-b192-4f3b-a8e9-db3528a39d24.jpg,https://www.temu.com/search_result.html?search_key=606785578601332&search_method=user,913.csv,False,,False,2
263,0.8964833610365489,607250374607717,4个装新款个头驱蚊夹套装，带可弯曲多功能通用夹，适用于家庭室内香薰、户外驱蚊、露营、钓鱼、便携式线、檀香香薰盘夹,2.24,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/fd9b49b89e9c4a5dafff06a6fffa34fa-goods.jpeg,https://www.temu.com/search_result.html?search_key=607250374607717&search_method=user,913.csv,False,,False,1
264,0.8962056595581228,601102533457942,"5 Pairs of Bamboo Chopsticks with Colorful Handles - Ideal for Learning and Practice, Perfect for Thanksgiving, Thanksgiving Chopsticks|Decorative Chopsticks|Durable Bamboo",10.93,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/dd8ea156-9eeb-4488-987a-8340df50c297.jpg,https://www.temu.com/search_result.html?search_key=601102533457942&search_method=user,913.csv,False,,False,5
265,0.8956433203458727,607659201795763,12个/20个折叠衣架，便携旅行衣架，多功能防滑塑料收纳衣架，颜色随机出货,4.66,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/2d42b92d-3853-44c3-af53-656be67572cb.jpg,https://www.temu.com/search_result.html?search_key=607659201795763&search_method=user,913.csv,False,,False,1
266,0.8916566516864336,607506730433144,HGKJNINA弹性提花餐椅套，波浪纹理，弹性闭合，可拆卸和机洗，适用于大多数椅子，四季可用可拉伸家具保护器，适用于家庭、餐厅、酒店、宴会、厨房、卧室,4.65,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/f79bf435-ba02-4c3f-bcf3-39ade405b209.jpg,https://www.temu.com/search_result.html?search_key=607506730433144&search_method=user,913.csv,True,酒,False,8
267,0.8911599439645573,606864901264569,2pcs免打孔窗帘挂钩门帘绑带固定器 胡桃木/原木底座简易安装，卫生间发箍发饰发夹皮筋头绳挂钩 - 重型粘性面板和木材适用于窗帘、面板、纱帘 - 乡村与极简风格- 门/墙挂钩,3.31,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/e7714a12-edfd-4f77-94ca-9abc2260a9fd.jpg,https://www.temu.com/search_result.html?search_key=606864901264569&search_method=user,913.csv,False,,False,0
268,0.8903901911161686,607369828351093,2D平面，1个万圣节糖玉米亚克力圆形磁性冰箱磁铁，万圣节字母，骷髅灯标志，厨房装饰，圆形灯柱，非常适合家庭、橱柜、冰箱、洗碗机、黑板,1.36,家居厨房用品,厨房用品,https://img.kwcdn.com/product/2123a6789c/b75b08b0-b49e-437e-aa82-d713a2c72243_800x800.jpeg,https://www.temu.com/search_result.html?search_key=607369828351093&search_method=user,913.csv,False,,False,0
269,0.8900753642018912,607340501826707,3.8英寸木制马像摆件，动物造型，简约风格，适用于家居装饰、办公室装饰、桌面装饰，是送给老人的礼物、节日装饰、男士礼品,5.27,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/58b27653-3d99-4b8b-8e86-67bc9fafa760.jpg,https://www.temu.com/search_result.html?search_key=607340501826707&search_method=user,913.csv,False,,False,3
270,0.8900689346307681,601103147593768,4件装 万圣节与圣诞节 2D印花非真实刺绣 红黑抽象线条图案抱枕套 - 装饰性沙发靠垫套 - 家居装饰 - 万圣节派对婚礼礼物（不含枕芯）,14.11,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/890998c72bb74fd3a80a5e22a75b2ad6-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103147593768&search_method=user,913.csv,False,,False,3
271,0.8900506750557453,607248495553545,二维平面印刷，背景布二维平面 - 定制横幅，带有您的标志、文本和图像的定制印刷乙烯基横幅，用于商业广告、贸易展，个性化文本/照片，大型和超大型，耐用，色彩鲜艳,2.69,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/f6e51f5b6dc94479b4a6ef36df800005-goods.jpeg,https://www.temu.com/search_result.html?search_key=607248495553545&search_method=user,913.csv,False,,False,7
272,0.889686147950944,601101682133055,可定制金属墙艺术 - 个人化名称的波西米亚鹿，自粘和易于安装，适合家庭或小屋，独特的礼物，定制标志，装饰牌，鹿墙装饰,13.86,家居厨房用品,家居装饰,https://img.kwcdn.com/product/algo_check/auto/f53c13a90ac039fee667909ebf3cdbea_1749685002768.jpg,https://www.temu.com/search_result.html?search_key=601101682133055&search_method=user,913.csv,False,,True,0
273,0.8896382509917466,607089984408765,"2D平面 - 【2D平面】 2D平面 - [2D平面] 1个 2D平面印刷 20X20Cm 金属铝牌 万圣节女巫锅圆形墙壁艺术 - 8""X8"" | 复古欧美风格 | 非常适合家庭、咖啡馆、酒吧",3.62,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/83f7f49c-1217-401b-9f14-cd50d17cc5d2.jpg,https://www.temu.com/search_result.html?search_key=607089984408765&search_method=user,913.csv,True,酒,True,0
274,0.8895367472538687,607502838152285,2D平面，1件装，危险小型哈士奇标志 - 20.32X20.32厘米，幽默警告金属墙面装饰，宠物狗主人礼物装饰标牌，适用于车库、咖啡馆装饰或万圣节/感恩节/圣诞节礼物,1.95,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/b1355635a4b94f7eb97149f8ca8169ec-goods.jpeg,https://www.temu.com/search_result.html?search_key=607502838152285&search_method=user,913.csv,False,,False,0
275,0.8894959365438849,606866511902801,【2D平面】装饰木制标牌，“禁止推销”和“=谢谢=”复古做旧标牌，适用于家庭户外门廊门墙装饰,1.55,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/979faf62592a40af9e0d2fb529335890-goods.jpeg,https://www.temu.com/search_result.html?search_key=606866511902801&search_method=user,913.csv,False,,False,0
276,0.8885486976424637,607120451825601,"【】 红色底纹,圣诞树,圣诞帽,雪花,圣诞老人,圣诞节擦手巾,洗碗巾,抹布,毛巾,清洁布,适用于厨房,浴室,汽车,窗户,清洁用品,清洁工具,圣诞节礼物,圣诞节装饰,新年礼物",5.14,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/3c43e58f-8566-4ab0-9102-7445b4c40216.jpg,https://www.temu.com/search_result.html?search_key=607120451825601&search_method=user,913.csv,False,,True,0
277,0.8877628015773411,606690351103789,一款金属鞋柜 - 防尘矩形收纳盒，独立柜体，坚固组装，适用于入口、卧室、宿舍 - 多功能家居整理和空间节省，鞋柜收纳盒，宿舍整理盒，极简设计，防尘设计NB120,10.71,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/f0310f17-6d61-446f-8a33-43d93f2701e1.jpg,https://www.temu.com/search_result.html?search_key=606690351103789&search_method=user,913.csv,False,,False,1
278,0.887731078776312,607106962953177,2D平面印刷【1件】万圣节门装饰骷髅门标志，哥特式万圣节前门装饰，骷髅头骨万圣节门吊架，乌鸦，蝙蝠，女巫门廊，窗户，墙壁，农舍，室内，室外，,1.72,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/6b2fae83-933e-4b71-950c-78b1ac6a841d.jpg,https://www.temu.com/search_result.html?search_key=607106962953177&search_method=user,913.csv,False,,True,0
279,0.8877199436972839,607126491643002,二维平面，3件套二维平面印刷浪漫木质装饰套装，适用于DIY绘画设计。内含精美空白模板可自由绘制，是节日手工艺项目的理想选择。亦可作为家居装饰或甜蜜礼物，二维平面,4.81,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/cd0f87e4586b4001b9c37d98908bf2b5-goods.jpeg,https://www.temu.com/search_result.html?search_key=607126491643002&search_method=user,913.csv,False,,True,0
280,0.8870583774368613,607122465125666,1件新品沙发套，高品质人字纹宠物防抓耐磨沙发笠，高弹力通用沙发罩，可机洗四季通用客厅沙发保护套,5.65,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/ccea0a20-afaa-4713-b353-c52abfbf57f5.jpg,https://www.temu.com/search_result.html?search_key=607122465125666&search_method=user,913.csv,False,,True,11
281,0.8865163406153347,607130920820239,2D 6件薄木挂饰，顶部圣诞主题标题，下方依次搭配马桶、洗手液、卷纸、化妆镜、圣诞袜卡通图案，个应冲厕、洗手、擦干、整理笑容、保持欢乐趣味标语，红绿经典圣诞配色，雪花冬青点缀氛围感拉满。整套由麻绳串联一体悬挂，适合卫卫生间、洗手间门墙装饰,6.56,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/e07308790ef94c63ba942693e0254a94-goods.jpeg,https://www.temu.com/search_result.html?search_key=607130920820239&search_method=user,913.csv,False,,True,0
282,0.8853654395732512,601104690646380,2D平面画，2D平面画，2件套中性墙壁艺术印刷品，包含野花、米色花卉设计、波西米亚风花卉艺术品、抽象极简印刷品和可打印家居装饰品,6.41,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/04cf44ca2fc348fe969fe33684cf21b5-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104690646380&search_method=user,913.csv,False,,False,31
283,0.885308950016344,607526057805119,1卷格子隐私窗膜，窗膜，静电吸附玻璃膜，静电喷砂玻璃窗膜，免胶窗贴，44.45 X 199.9 cm，适用于浴室,3.3,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/4768c222fc3442449cec13c0dee7e73f-goods.jpeg,https://www.temu.com/search_result.html?search_key=607526057805119&search_method=user,913.csv,False,,False,32
284,0.8852561521463225,607016298859148,2D平面，2D平面，2D平面 1件部落现代非洲部落艺术装饰画，抽象人像与几何图案，土色调墙面海报，现代波西米亚风格客厅卧室家居画布，40X60厘米（15.75X23.62英寸）无框,3.17,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/c8e20d65-b5d9-4516-bb19-393e6379ff12.jpg,https://www.temu.com/search_result.html?search_key=607016298859148&search_method=user,913.csv,False,,False,0
285,0.8850779584737809,606493420183584,2D平面画，2D平面画，[2D平面画] 3件套装 装饰艺术品 无框2D帆布画作，描绘了黄叶桦树的桦树林，水彩风格,51.32,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/ee41ab1a6c1d4f7bb97e24284d875f15-goods.jpeg,https://www.temu.com/search_result.html?search_key=606493420183584&search_method=user,913.csv,False,,False,0
286,0.8850361406510077,607123941495235,1pc，2D平面印刷黑白斑马纹图案风扇罩，全包电风扇通用型防灰尘罩子，可水洗防护套，用于落地立式风扇 收纳保护套 ，适用于现代简约家居、办公室清凉场景，送长辈和中秋节理想礼物,7.36,家居厨房用品,电暖器和冷气,https://img.kwcdn.com/product/fancy/c2060b36-9320-41ec-83d6-bf14867a84ed.jpg,https://www.temu.com/search_result.html?search_key=607123941495235&search_method=user,913.csv,False,,True,0
287,0.8842247928773905,607007910235663,主题海报，现代帆布印刷品，复古风格墙饰，非常适合用作礼物或家居、宿舍的装饰品。适用于卧室、客厅等场所。为无框设计，为 2D 平面图案，非常适合用来装饰房间。,5.16,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/116818caa0314a2491d585ff8450196c-goods.jpeg,https://www.temu.com/search_result.html?search_key=607007910235663&search_method=user,913.csv,False,,False,0
288,0.8842121124964207,606995629347965,"4pcs Set of Multi-functional Baking Tools, Dough Cutter, Soft Handle, Suitable for Pastry and Bread Making, Random Color",3.76,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/c84d35e533984640af3f70e8d68a11f4-goods.jpeg,https://www.temu.com/search_result.html?search_key=606995629347965&search_method=user,913.csv,False,,False,0
289,0.883026693799642,607483376586776,2/3件活性印花紫色主题床笠四季可用动物印花卡通图案尺码多选（随机枕套图案）,9.24,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/97dd52ff-f607-40ae-b4a5-3760f4272d54.jpg,https://www.temu.com/search_result.html?search_key=607483376586776&search_method=user,913.csv,False,,False,0
290,0.882937502774059,606836178663654,网红不规则艺术镜，无框自粘轻装上墙，浴室门厅梳妆台多功能穿衣镜，颜值实用两不误,22.0,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/a98efa46e17d4122a4ba33e57b7d761f-goods.jpeg,https://www.temu.com/search_result.html?search_key=606836178663654&search_method=user,913.csv,False,,False,29
291,0.882866940264623,607435863483510,"100% Cotton Olive Green Tablecloth, Rectangular Table Cover, Farmhouse Dining Tablecloth, Natural Rustic Table Decoration",11.03,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/f435b7b6-49a6-4a19-a752-b3fea5a03c84.jpg,https://www.temu.com/search_result.html?search_key=607435863483510&search_method=user,913.csv,True,Led,False,3
292,0.8825361538417879,607618399568698,1个 摩托车汽车爱好者 黑色摩托车 2D平面印刷 形状填充靠垫 装饰靠垫 枕头 礼物 卧室 沙发 房间 派个 装饰,10.29,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/114d920ba1ac4011983c29c158de4beb-goods.jpeg,https://www.temu.com/search_result.html?search_key=607618399568698&search_method=user,913.csv,False,,False,0
293,0.8824926603571329,601102040689717,2D平面现代复古设计，特色是穿着粉色芭蕾舞裙的2D平面芭蕾舞者。这款一体式帆布墙 आर्ट是木制框架中的高品质印刷海报，非常适合优雅的家居或办公室装饰,24.53,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/2f3a07dcb76f45ea91df5985e19e34db-goods.jpeg,https://www.temu.com/search_result.html?search_key=601102040689717&search_method=user,913.csv,False,,False,1
294,0.8820126964808209,607112331632473,2D平面，1件装，彩色花卉装饰标牌，蜻蜓图案挂牌，励志名言，适用于家居、门廊、花园、咖啡馆等户外标识 | 金属墙饰、万圣节与圣诞礼物的绝佳选择，2D平面,1.95,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/47f87b043fca4fc78cf84212d7886bd4-goods.jpeg,https://www.temu.com/search_result.html?search_key=607112331632473&search_method=user,913.csv,False,,True,0
295,0.8819862753953649,601104977479238,"12件2D格栅仿木纹感亮面墙贴,客厅电视背景墙-走廊及衣帽间-房间卧室均可使用-自带高粘背胶一粘贴墙贴、壁纸、壁画",12.32,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/a8d430ce-e047-40f2-bac4-4158db884396.jpg,https://www.temu.com/search_result.html?search_key=601104977479238&search_method=user,913.csv,True,APP,False,0
296,0.8818149314605369,606452953537954,1件创意手绘美甲美学设计定制企业名称与社交软件ID墙贴壁画 - 适用于美甲工作室门窗墙面装饰 | 美甲爱好者礼品,11.55,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/dedb1ddcc358448dbe91e3b9ac24a6f2-goods.jpeg,https://www.temu.com/search_result.html?search_key=606452953537954&search_method=user,913.csv,False,,False,5
297,0.8812034191485488,606671627777418,二维平面复古植物花卉法式乡村维多利亚风田园农舍风格，适用于秋季感恩节装饰的复古花卉印花——中性暖色调温馨竖版墙壁艺术，适用于客厅卧室，无框帆布装饰,1.41,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/161811520bdc49f5875d987e8c76f009-goods.jpeg,https://www.temu.com/search_result.html?search_key=606671627777418&search_method=user,913.csv,False,,False,0
298,0.8811701506615779,607107030046267,万圣节3D木质圣诞屋钻石艺术套件，适合成人，珍珠装饰，钻石画，节日装饰，3D设计，成人手工艺套件,5.56,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/337817accabb4564953292d4256dc6c6-goods.jpeg,https://www.temu.com/search_result.html?search_key=607107030046267&search_method=user,913.csv,False,,True,7
299,0.8807918489395737,606988784211799,2D平面单件乡村母鸡圆形金属标牌墙 आर्ट，两只骄傲的母鸡，乡村农场场景，金棕色羽毛，红色鸡冠和颏，家居装饰，非常适合工作室办公室，室内外装饰防风雨，耐用,3.26,家居厨房用品,节日饰品,https://img.kwcdn.com/product/21f0664ba0/ab35ba57-f321-4fdc-ba2a-fc1c3dfd1010_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606988784211799&search_method=user,913.csv,False,,False,1
300,0.8804792270609743,606728536095015,2D平面，2D平面 - 2D平面，2D平面 - 美人鱼海洋贝壳生日快乐花环横幅，2D毛毡三角旗，带海螺海星装饰，渐变色悬挂标志，适用于生日派对庆祝装饰需求,5.17,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/df8a69cc-0750-4fb2-b009-61dc4c367785.jpg,https://www.temu.com/search_result.html?search_key=606728536095015&search_method=user,913.csv,False,,False,0
301,0.8804052780398247,606887315630254,"European Light Brown Waterfall Valance Curtain for Living Room, Vintage Swag Valance Window for Bedroom, Rod Pocket Top 1 Panel 149.86 cm Wide",55.85,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/bcc25eaa-5002-42a0-8958-d4c09257171e.jpg,https://www.temu.com/search_result.html?search_key=606887315630254&search_method=user,913.csv,True,LV,False,1
302,0.87778946320932,607358419828839,2D平面现代秋叶图案长方形桌旗，桌布，房间装饰，适合母亲节野餐，家居装饰，1件装,2.6,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/21f06627b0/59ca56a7-f3d6-4ca3-bea9-52ec03880a0e_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607358419828839&search_method=user,913.csv,False,,False,5
303,0.8766294844724234,606751353087844,"Two-Tone Rubber Bouncy Balls, 60Mm Hollow Rubber Balls, Party Bag Fillers, Stress Relief Desktop Game Supplies for Gathering & Event Decor, Random Color",5.71,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/c146e2d7-48cd-47ae-8483-6174a246f650.jpg,https://www.temu.com/search_result.html?search_key=606751353087844&search_method=user,913.csv,False,,False,1
304,0.8762290083720268,607163669957523,3件套（1个洗衣袋和2个挂钩）硅胶洗衣袋，防变形洗衣袋，文胸护理袋，家用内衣护理袋，文胸洗衣袋，洗衣机专用文胸洗衣袋,4.23,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/e9139987-6e50-4185-9b09-c5ef70b62c4d.jpg,https://www.temu.com/search_result.html?search_key=607163669957523&search_method=user,913.csv,True,家用,False,4
305,0.8761174779246936,606010102149591,3pcs K-pop Underwater Mermaid Trio 印花床笠 床笠和枕头三件套 2 个枕头套/1 个床单，个人床/全尺寸床/特大号床/大床，柔软亲肤-24H不移位，易于护理 ，紧密贴合使用简单，主卧/客房等适配，四季通用,17.46,家居厨房用品,床上用品,https://img.kwcdn.com/product/211a2a42ec2/d10f17c7-2f86-4e05-8573-b131a2dd4978_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606010102149591&search_method=user,913.csv,False,,False,2
306,0.8754645946797038,601100135291537,2D平面画，2D平面画，带笔触的单框油画，蓝色花朵帆布画，现代海报艺术，立体艺术品，鲜艳的画作，装饰品，艺术印刷品，家居装饰，海报，完美礼物，含画框,32.71,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/d6f4289658a84c99b1963d113547cc14-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100135291537&search_method=user,913.csv,False,,False,7
307,0.8752261598969407,606261340899002,1个装，8*8英寸圆形标牌，复古装饰牌，主题为“德国短腿犬弹钢琴”，趣味音乐宠物装饰标牌，适用于装饰酒吧、咖啡馆、办公室、卧室、客厅，德国短腿犬弹钢琴，酒吧,3.82,家居厨房用品,家居装饰,https://img.kwcdn.com/product/21137b26a14/dc1c9b16-61d4-4ef3-a681-7a14e9a8edf9_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606261340899002&search_method=user,913.csv,True,酒,False,0
308,0.8749017100539213,606770680454526,定制个性化独一无二的木质披萨板，大圆形派对披萨盛盘，多用途托盘，包括悬挂孔，高品质的厨房装饰，烘焙用品厨房用具，非常适合披萨之夜、乔迁礼物和节日庆祝活动，送给披萨爱好者的理想礼物，高品质独特的纪念礼物，,8.85,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/8220a2820c494deda983a5be885e4d1e-goods.jpeg,https://www.temu.com/search_result.html?search_key=606770680454526&search_method=user,913.csv,False,,False,5
309,0.8744723075439215,601100721530820,1件/4件无框帆布海报，伊斯兰卡通阿拉伯语万能蓝月星云帆布画墙艺术海报印刷图片房间家居装饰,4.34,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/1bf59ae7709c46fdaac837f1280bb0e8-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100721530820&search_method=user,913.csv,False,,False,22
