排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,source,真实总销量
128,0.9584579703233755,607183198638677,12个装咖啡杯套 - 可重复使用玻璃瓶杯套 - 耐热饮料杯套 - 茶杯和牛奶杯保护套 - 家用旅行瓶盖保护套,11.71,家居厨房用品,食品服务设备,https://img.kwcdn.com/product/fancy/e5304873-08e7-4177-b34c-563982bfed99.jpg,https://www.temu.com/search_result.html?search_key=607183198638677&search_method=user,909.xlsx,0
129,0.9572880460428845,605515962783027,2D平面超大尺寸手绘中国传统房屋墙画，适用于客厅，现代简约抽象帆布油画，带红色调的纹理感忧郁装饰，无框设计，适用于家庭办公室卧室玄关，手工制作，2D平面,64.63,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/3c1e226e-6c10-4deb-b6dd-c1b54b684f7b.jpg,https://www.temu.com/search_result.html?search_key=605515962783027&search_method=user,910.csv,1
130,0.9555964948613798,605858217963849,1个 2D平面巴西耐用圆形冰箱贴，适用于吸附在冰箱、白板、工艺品、照片、贴纸、明信片、工具、厨房装饰等物品上，2D平面,1.46,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/ddb27ebf6f0743d6b3e5775df7bb2de9-goods.jpeg,https://www.temu.com/search_result.html?search_key=605858217963849&search_method=user,911.csv,1
131,0.9553140274558686,605911636617335,"3件套床垫防护套,1件床笠+2个枕套（无填充物）2D Flat Priting,足球运动,抽象风格,运动风,四季通用,可机洗,家居必备",14.95,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/7be3841e6d064bbc8b203cfde8ea1712-goods.jpeg,https://www.temu.com/search_result.html?search_key=605911636617335&search_method=user,909.xlsx,11
132,0.9537997754066407,607588871693783,9 个圆形竖井凹槽软木杯垫套装｜防滑隔热软木杯垫丨马克杯咖啡杯水杯防护垫丨简约桌面隔热器具丨适用于家用、办公桌面饮品隔热收纳用品,7.72,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/fd546dfc3c7743698ebd3ddc726bfec1-goods.jpeg,https://www.temu.com/search_result.html?search_key=607588871693783&search_method=user,910.csv,23
133,0.9523888125728945,606522528654390,"Cuddle Blanket, Fluffy Sofa Blanket Fleece Blanket, Soft And Warm Home Blanket All-Season Tablecloth",10.77,家居厨房用品,毯子,https://img.kwcdn.com/product/open/f5c808da0f1f46a8b0e26d7159d9dffb-goods.jpeg,https://www.temu.com/search_result.html?search_key=606522528654390&search_method=user,911.csv,4
134,0.9504725935499326,605565036149437,"27pcs Dusty Blue Golden Balloon Kit, 12/10 Inch Dusty Blue Sand White Champagne Golden Helium Latex Balloons, for Bridal Shower, Gender Reveal, Wedding, Engagement, Gray Blue And Golden Themed Birthday Party, Bachelorette Party, Anniversary",2.71,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/ae752c37-b9d3-4de6-ab21-ef82c884400b.jpg,https://www.temu.com/search_result.html?search_key=605565036149437&search_method=user,909.xlsx,0
135,0.9504483929885031,607474719536121,"4件日式木制餐具套装 ，手工制作的木勺子和筷子，木制勺子，长柄勺子，木筷子，可重复使用的餐具，23.5cm/9.25英寸,用于饮食、烹饪和搅拌 - 高品质厨房必需品",3.88,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/6f133823-d7a7-49c7-b6cc-1fa1ce95a83d.jpg,https://www.temu.com/search_result.html?search_key=607474719536121&search_method=user,911.csv,0
136,0.9493577146442812,606293821595346,"1pc, Luxury Golden Queen Large Capacity Foldable Shopping Bag Reusable, Suitable for Storage, It Is The Perfect Choice for Essential Items in The School Season",4.35,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/2123a62d0c/8a0f2e96-6bf6-41a2-8c72-baf4490eb286_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=606293821595346&search_method=user,911.csv,14
137,0.9489509014175441,605852446632915,【开通jit】2D Flat2D Flat，1pc，带木质内框画，帆布印刷画，原版西部牛仔帆布墙画 优雅男士肖像帆布墙画 无脸男士印刷油画 家居装饰和风艺术,41.15,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/379e3ee1c3dc48bdb22cfdd5aff8ce7a-goods.jpeg,https://www.temu.com/search_result.html?search_key=605852446632915&search_method=user,909.xlsx,2
138,0.9482560958535055,606617538028759,透明亚克力双层置物架 波浪边桌面收纳展示架 梳妆台化妆品香水架,4.43,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/00fc9050-58fa-47dd-88b6-80aab3b055f2.jpg,https://www.temu.com/search_result.html?search_key=606617538028759&search_method=user,909.xlsx,0
139,0.9454333038360473,606795242273245,雏菊靠垫 毛绒花卉坐垫 舒适阅读装饰 美学家居用品 & 节日装饰,6.38,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/99222a7be786428d8aeb7bdae5f60a88-goods.jpeg,https://www.temu.com/search_result.html?search_key=606795242273245&search_method=user,911.csv,18
140,0.943330340257587,607029116654230,"10pcs 1.5oz Hexagonal Glass Jars for Honey, Peanut Butter, and Jam",9.95,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/6d776f56-7ea2-11f1-8f2a-0a580aad1037.jpg,https://www.temu.com/search_result.html?search_key=607029116654230&search_method=user,910.csv,20
141,0.9416789401726371,606679412374802,8cm墨绿色多面菱格浮雕圣诞吊球 立体切面菱形丝绒圆球节日装饰品,8.93,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/93e05136ace14d959e8f233788177219-goods.jpeg,https://www.temu.com/search_result.html?search_key=606679412374802&search_method=user,910.csv,0
142,0.9414896283330302,605910294460922,"3件套床垫防护套,1件床笠+2个枕套（无填充物）2D Flat Priting,粉色猫咪花卉主题,浪漫艺术风格,情人节,可爱,四季皆宜,可机洗,居家、宿舍、主卧、客房可用",15.38,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/b5b5c8d3471847888758d55b0759c928-goods.jpeg,https://www.temu.com/search_result.html?search_key=605910294460922&search_method=user,909.xlsx,45
143,0.940396380560993,606602102974066,2D平面 1件装 节日圣诞圆形磁性冰箱贴，假日装饰亚克力冰箱贴，圣诞老人主题耐用冰箱贴装饰品，季节性家居装饰，适用于家庭、办公室、橱柜、冰箱、洗碗机装饰摆件艺术品，尺寸3.15x3.15英寸，2D平面,1.26,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/313469d6624741b09882ebbb4add71da-goods.jpeg,https://www.temu.com/search_result.html?search_key=606602102974066&search_method=user,911.csv,0
144,0.9397071124127788,607557867411686,2D/FLAT，1pc，1pc 2D 平面仿真破窗恐怖修女玻璃贴，阴森古堡墓地惊悚女鬼万圣贴纸，密室剧本杀鬼屋墙面玻璃吓人氛围装饰贴画，PET静电吸附玻璃膜，无残留不留胶，自粘可移除，双面可视。,4.11,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/9ebf2b43-d53b-4da9-9ff9-6974b42b74b6.jpg,https://www.temu.com/search_result.html?search_key=607557867411686&search_method=user,910.csv,1
145,0.9392083341287385,607382713295323,单向窗膜隐私膜，家用遮阳膜，反光镜面，遮阳隔热控制，可视外不见内，办公室门窗覆盖，黑色银色,3.56,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/88da3061-0cbd-440b-97c4-804b6e726933.jpg,https://www.temu.com/search_result.html?search_key=607382713295323&search_method=user,910.csv,0
146,0.9386754012104904,607262319978769,"1pc Halloween Love Rose Solid Wood Snack Tray, Love Rose Tray, Handcrafted Irregular Wooden Plate. Halloween-Themed Dessert Platter. Can Hold Fruits, Dried Fruits, Afternoon Tea Snacks, Breakfast Bread",8.53,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/805a1b0f-ec7d-4cfd-b683-aac8a4b102f3.jpg,https://www.temu.com/search_result.html?search_key=607262319978769&search_method=user,909.xlsx,0
147,0.9371283263865893,606605861061770,2 pc彩绘常春藤边角静电窗贴，免胶可移除不留残胶，复古彩玻风绿叶藤蔓玻璃窗贴，客厅厨房橱窗自然氛围感装饰贴纸,2.52,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/ec41c0825b0c4ceaaa037489289f5b82-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605861061770&search_method=user,911.csv,15
148,0.9370307193794454,607099245417338,"1pc Sun And Birds Wall Sticker Removable Coastal Style Wall Decal Suitable for Living Room, Bedroom, Kids' Room Bohemian Home Decor Black Wave Silhouette Mural Indoor Decoration Accessory",13.44,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/801ace60e32749f5bde5686fd0885753-goods.jpeg,https://www.temu.com/search_result.html?search_key=607099245417338&search_method=user,909.xlsx,0
149,0.9369666067626388,607149174413839,2D 复古棕格纹老虎凳套带凳套 单人扶手椅沙发套+脚凳套，经典英伦风格印花，高弹全包设计，防脏防刮易安装，不变形不褪色可机洗，防滑防尘耐磨，通用尺寸适配多场景，旧沙发翻新改造优选，打造温馨复古家居氛围,29.21,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/7091884fc0024056b4bbfbcfe452405c-goods.jpeg,https://www.temu.com/search_result.html?search_key=607149174413839&search_method=user,909.xlsx,6
150,0.9358112983594084,606637536464284,1张田园木栅栏南瓜静电窗贴，枫叶松果感恩节门店橱窗入户玻璃装饰，2D平面,2.27,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/3ee70a09a3f241069f35872dea6cd13d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606637536464284&search_method=user,911.csv,0
151,0.9356506020787968,605593003723493,1个2D平面古晋耐用圆形冰箱贴，适用于吸附在冰箱、白板、工艺品、照片、贴纸、明信片、工具、厨房装饰品等表面，2D平面款,2.07,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/3abd6f26681f412aab4a11f0c91023b3-goods.jpeg,https://www.temu.com/search_result.html?search_key=605593003723493&search_method=user,911.csv,1
152,0.9332218293161999,601103648200625,2D平面画，2D平面画，1件大尺寸无框现代帆布艺术品，尺寸为31.49X62.99英寸或80X160厘米，采用奢华家居壁画海报。 这幅迷人的艺术品，描绘了一棵白色和金色花卉树。,17.89,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/82186b9ab4a3448faf1c4ab889f18817-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103648200625&search_method=user,909.xlsx,2
153,0.9325368244778042,607570618106577,"6pcs Corn Tortilla Salad Bowl Maker, Pancake Baking Mold, Mold Used for Making Taco Salad Bowls",9.98,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/fancy/dc12473e-d796-4c64-94bf-f386c613b87e.jpg,https://www.temu.com/search_result.html?search_key=607570618106577&search_method=user,909.xlsx,0
154,0.9321765473206768,606760077262578,2D平面复古娃娃安安抱枕套 1件装 蜜桃枕套 单面印花 不含枕芯 沙发床装饰 卧室客厅适用,2.05,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/275220a8468f4ceeae01262e7a9ba311-goods.jpeg,https://www.temu.com/search_result.html?search_key=606760077262578&search_method=user,911.csv,3
155,0.9310852967730823,601103687481098,"1PC 猫咪馋嘴吃寿司美味佳肴图案的床笠，独立的一件深口袋床笠、全包围床单、QUEEN,KING,SINGLE适合卧室、双人加大，床上用品，四季通用、装饰 可机洗聚酯纤维床笠 圣诞节、情人节、万圣节等节日礼物的理想选择",12.08,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/120b542be83c463e9c34df05858f47a7-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103687481098&search_method=user,910.csv,2
156,0.9303215874588007,606061960523771,"40-inch Cream White Hollow-Out Heart Balloon Set with 16-inch Black Number Foil Balloon, Bow Ribbon, and ""Happy Birthday"" Sticker, Includes 2pcs Foil Balloons, 1pc Sticker, 2pcs Black Bow Satin Ribbons. Suitable for Birthday Parties, Coming-of-Age",3.48,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/dfa84d9e-3df0-4642-9871-42a8e96fcbad.jpg,https://www.temu.com/search_result.html?search_key=606061960523771&search_method=user,910.csv,7
157,0.9296046275265515,605817969446648,3pcs K-Pop Sweet Candy Land 印花床笠 超柔软优质床笠组合，一款合适的床笠 + 2个枕套（无内芯）| 耐用,20.65,家居厨房用品,床上用品,https://img.kwcdn.com/product/21a488c744/f0339cc2-32f6-4967-abc0-01d4aa2f0ace_800x800.jpeg,https://www.temu.com/search_result.html?search_key=605817969446648&search_method=user,911.csv,5
158,0.9288070570385586,606568498198937,"【jit】coco,高颜值印花抱枕套,适用婚礼现场,节日礼物, 派对装饰,办公室休息室,卧室客厅沙发通用",4.49,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/694569780fb949f8b9947fb2b3c4c38e-goods.jpeg,https://www.temu.com/search_result.html?search_key=606568498198937&search_method=user,909.xlsx,18
159,0.9282515126159446,606193695163412,1个2D平面巴基斯坦耐用圆形冰箱磁铁，适合粘贴照片、明信片等于冰箱上，作为厨房装饰品,3.2,家居厨房用品,厨房用品,https://img.kwcdn.com/product/algo_check/auto/18dcd30ada99e7ea6286b89361b58e8f_1782457106657.jpg,https://www.temu.com/search_result.html?search_key=606193695163412&search_method=user,911.csv,2
160,0.9269472589382175,606966235635014,2D平面复古娃娃安安抱枕套 橙色枕套 单面印花 不含枕芯 沙发床装饰 客厅卧室,3.31,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/03c69eafd81c4a0bbc44621a09ba3222-goods.jpeg,https://www.temu.com/search_result.html?search_key=606966235635014&search_method=user,911.csv,1
161,0.9255915097571676,601105597055398,2D平面，[2D平面]1件 31.49X62.99英寸/80X160厘米 大尺寸无框现代抽象帆布壁画 家居墙壁装饰艺术 写实海报 适用于客厅、卧室、走廊、沙发墙壁悬挂 - 金色与木色几何艺术品，2D平面,18.28,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/20195053a14/ba7f353d-ca50-4daf-b683-0552dc46ff05_800x800.jpeg,https://www.temu.com/search_result.html?search_key=601105597055398&search_method=user,909.xlsx,13
162,0.9243574994567207,607250374559270,1张恐怖阴森微笑修女图案窗贴，适用于万圣节派个装饰、家居装饰、玻璃装饰、客厅、卧室窗户装饰、浴室、厨房玻璃推拉门装饰等，2D平面,1.3,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/f8698793-87ae-4552-90f8-ee296d4b80d8.jpg,https://www.temu.com/search_result.html?search_key=607250374559270&search_method=user,910.csv,0
163,0.924256738143617,606923688626698,万圣节窗贴、窗花贴纸、万圣节装饰、双面可视、彩色南瓜头稻草人、南瓜葫芦与秋叶图案贴纸、季节性家居窗饰、秋季玻璃装饰,1.62,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/39b1ebf237fb4bfaaee275a3c48b06a7-goods.jpeg,https://www.temu.com/search_result.html?search_key=606923688626698&search_method=user,909.xlsx,0
164,0.9239182848886355,607615446799655,可重复使用的牙线棒收纳盒，便携式牙线储存盒，小巧轻便，便于随身携带，适合外出旅行、通勤工作、居家日常使用，可有序收纳牙线棒，是卫浴收纳、出行随身好物,1.47,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/c23bb5b0-e4f3-401c-a4d8-d5857ef06982.jpg,https://www.temu.com/search_result.html?search_key=607615446799655&search_method=user,910.csv,8
165,0.9229703645216818,606017131765090,1个2D平面阿格拉印度耐用圆形冰箱磁铁，适用于粘贴在冰箱、白板、手工艺品、照片、贴纸、明信片、工具、厨房装饰等,2.35,家居厨房用品,厨房用品,https://img.kwcdn.com/product/algo_check/auto/3f8fcbb725db7cb563c1ed2da843c675_1780801862394.jpg,https://www.temu.com/search_result.html?search_key=606017131765090&search_method=user,911.csv,3
166,0.9220073904592931,605582467631357,小米X20+、X20 Max、X20 Pro、X10+、追觅L10S Ultra、L10S Pro Gen 3、L10 Ultra、L10 Prime、L10S Pro Gen 2、S10、S10 Pro、S20、S20 Pro吸尘器配件替换侧刷,2.12,家居厨房用品,吸尘器及扫地机器人,https://img.kwcdn.com/product/open/ab1d409e1128464aa20328356a9bb094-goods.jpeg,https://www.temu.com/search_result.html?search_key=605582467631357&search_method=user,909.xlsx,18
167,0.9205241736240048,606035200855139,"2D平面，2D平面，1件韩式动漫K剧风格无框帆布画 - 青玉色和金色韩文和英文翻译 ""Lost & Found"" 海滩男孩日落墙 आर्ट，12.0X18.0英寸 韩文字，适用于房间、办公室",4.25,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/aisc_image/algo/opt/7151b12dd64c45f99fc8823db364b6c8-goods.jpeg,https://www.temu.com/search_result.html?search_key=606035200855139&search_method=user,910.csv,0
168,0.9187751829199494,601103759444990,"1PC 印度女子弹奏西塔琴乐器图案的床笠，独立的一件深口袋床笠、全包围床单、QUEEN,KING,SINGLE适合卧室、双人加大，床上用品，四季通用、装饰 可机洗聚酯纤维床笠 圣诞节、情人节、万圣节等节日礼物的理想选择",13.98,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/7dbbe86836b14d62aa5c13fca62437de-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103759444990&search_method=user,910.csv,2
169,0.9159146421688572,605824395127332,1个2D平面伊朗耐用圆形冰箱磁铁，适用于粘贴在冰箱、白板、手工艺品、照片、贴纸、明信片、工具、厨房装饰等,3.27,家居厨房用品,厨房用品,https://img.kwcdn.com/product/algo_check/auto/d9686399babdbef119250677fd143ce5_1779692775549.jpg,https://www.temu.com/search_result.html?search_key=605824395127332&search_method=user,911.csv,46
170,0.9158745492263718,607000125622305,1个 2D平面埃及风耐用圆形冰箱贴，适用于将照片、明信片等吸附在冰箱上，可作为厨房装饰，2D平面款,2.6,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/601ff1f58137408391800099aa03c147-goods.jpeg,https://www.temu.com/search_result.html?search_key=607000125622305&search_method=user,911.csv,9
171,0.9155033646388767,607654906828491,2件装木质藤蔓壁挂搁架 墙面收纳展示架 家居装饰小空间置物 客厅卧室背景墙,6.16,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/f1640cdf-e3da-4859-bd99-ecefc3710e29.jpg,https://www.temu.com/search_result.html?search_key=607654906828491&search_method=user,910.csv,12
172,0.9152823124924089,607061798704111,"6pcs New Bachelorette Party Supplies Cowboy Boot Plastic Shot Glasses, Western Cowboy Themed Party, Transparent Mini Shot Glasses, Christmas Holiday Supplies",2.73,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/665bc059-5886-487c-8dec-36673df473bb.jpg,https://www.temu.com/search_result.html?search_key=607061798704111&search_method=user,909.xlsx,0
173,0.9149007644321939,605739770821876,"1pc, Many Cute Cats Large Capacity Foldable Shopping Bag Reusable, Suitable for Storage, It Is The Perfect Choice for Essential Items in The School Season",4.3,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/2123a63738/2a7989ec-20de-4271-a136-fe586ed8d9a6_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=605739770821876&search_method=user,911.csv,6
174,0.9143343831069067,605978141540002,"Four Seasons White Goose Down Duvet, White, 200×230cm. Made with Premium White Goose Down as the Filling Core, the Duvet Insert Offers a Light, Fluffy, and Soft Sleeping Touch. The Structure Features a Three-dimensional Zoned Pilling-locking Process",49.1,家居厨房用品,床上用品,https://img.kwcdn.com/product/aisc_image/algo/pass/4c2814c7/d7ea3d16/ca2bf4bc-ce51-4da6-93f1-b64cc58e6565.jpg,https://www.temu.com/search_result.html?search_key=605978141540002&search_method=user,911.csv,0
175,0.9128177605575654,607673831524170,[1pcs] 几何浮雕纹保暖床笠单品 - 柔软加厚绒布材质 - 高弹力全包包裹 - 立体菱形压纹设计 - 多种柔和色调 - 防尘护床垫 - 舒适亲肤 - 适合居家日常使用与礼品馈赠,20.99,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/7642252d340349e0aa6599c2376f86cb-goods.jpeg,https://www.temu.com/search_result.html?search_key=607673831524170&search_method=user,911.csv,1
176,0.9126549664375093,607542163933544,万圣节窗贴、窗花贴纸、万圣节装饰、双面可视、俏皮黑树南瓜灯南瓜蝙蝠与秋叶图案贴纸、季节性家居窗饰、秋季玻璃装饰,2.01,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/badcadb8cbaa4f2cab693dee43905d2c-goods.jpeg,https://www.temu.com/search_result.html?search_key=607542163933544&search_method=user,909.xlsx,0
177,0.9125982720710174,607170112377728,2D Flat 黑底牡丹花卉被套套件，涤纶数码印花床品，个面可用被套+2 个枕套，可机洗，，不含被芯,12.62,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/386c9662-23da-45dc-b791-19e6a61309de.jpg,https://www.temu.com/search_result.html?search_key=607170112377728&search_method=user,911.csv,0
178,0.9117468523539098,607679267311707,定制照片格纹火焰字母造型抱枕，个性化姓名装饰靠垫，赛车风格设计，独特家居装饰点缀，适用于沙发与卧室，送给成年朋友男友的酷炫礼物，生日礼物、父亲节、乔迁之喜的完美选择,8.58,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/4eb50fbe6234411387ad4c73205e426a-goods.jpeg,https://www.temu.com/search_result.html?search_key=607679267311707&search_method=user,909.xlsx,4
179,0.9115947085055701,607536795250957,二维平面个性化木质画框定制海报——可定制姓名/首字母/文字，适用于环绕式帆布画框的墙面装饰、婚礼礼品、生日、班级花名册——可添加专属内容，用于办公室艺术印刷，二维平面,6.62,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/3e04f7f721eb482d80764d4be88c1715-goods.jpeg,https://www.temu.com/search_result.html?search_key=607536795250957&search_method=user,911.csv,0
180,0.9112334846960097,606920467410754,"TAYAGXG Modern Minimalist Round Rug Suitable for Living Room, Warm-Toned Abstract Layered Hills with Soft Adhesive Backing, Machine Washable Circular Mat Suitable for Bedroom, Coffee Table, Balcony, Warm-Toned Modern Decor",8.7,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/fancy/025ee57e-b8d1-48b9-aad3-94c716ce7e63.jpg,https://www.temu.com/search_result.html?search_key=606920467410754&search_method=user,911.csv,0
181,0.9094668844791006,605837280038157,6件套圆形陶瓷杯垫，复古咖啡主题，防滑吸水，适用于咖啡桌、节日装饰和家居艺术礼品，可手洗桌面保护垫，10.01厘米,13.3,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/0c84288cda9843e0a8c333a959efb301-goods.jpeg,https://www.temu.com/search_result.html?search_key=605837280038157&search_method=user,909.xlsx,0
182,0.9080208123746287,606586030396417,1个18盎司不锈钢随行杯，高品质防漏，赛车仪表盘主题设计咖啡杯，适用于赛车活动、车展、汽车博览会、赛车运动爱好者及日常使用,12.83,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/211a2a493b2/2b8e5f0f-76f1-4ed0-bb6f-17afdd12c8b5_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=606586030396417&search_method=user,911.csv,0
183,0.9067298935663791,607095151805306,"定制单向隐私膜，多尺寸单向透明海报，支持个性化图案、文字和标志 | 时尚PET材质，适用于汽车窗户/家居玻璃/办公区域/商场超市门面 – 增强家居安全的装饰性窗贴, 商场装饰膜,办公室隐私膜,时尚窗膜,现代窗户贴膜,高品质粘合剂,持久染色,装饰玻璃膜,房主,汽车爱好者",6.56,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/cbfbff58-43e8-4830-82d5-7701be1d24b4.jpg,https://www.temu.com/search_result.html?search_key=607095151805306&search_method=user,910.csv,0
184,0.906698272499056,607679066007889,大号毛毡楼梯手提收纳篮，家用储物收纳篮，带手柄可折叠的楼梯收纳篮，适用于家庭和办公室装饰的楼梯踏步收纳篮，充分利用楼梯上未使用的空间,6.21,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/44de8e87-be92-4d8b-9cdd-e4acbd446ea3.jpg,https://www.temu.com/search_result.html?search_key=607679066007889&search_method=user,909.xlsx,0
185,0.9065957745798785,607334327805906,1件，身体枕套，粉色背景，点缀白色心形图案 的2d平面图案印花长枕套，优雅美观的艺术，柔软舒适的床上用品、床枕套、身体枕套、靠垫套。适用多种场景，整洁温馨的家居装饰。,6.04,家居厨房用品,床上用品,https://img.kwcdn.com/product/217a7c3c90/998291c0-fd18-4b37-b219-3e2f70348d61_1700x1700.jpeg,https://www.temu.com/search_result.html?search_key=607334327805906&search_method=user,909.xlsx,3
186,0.9050057578285482,607020593870441,1 张可移除可爱松鼠静电窗户贴，秋日南瓜松果二维平面印花玻璃贴，适用于卧室、客厅、门廊家居装饰的秋收主题窗墙贴画，2D平面,1.6,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/820f021f-7d3c-4eae-94e9-86f149df61e1.jpg,https://www.temu.com/search_result.html?search_key=607020593870441&search_method=user,910.csv,0
187,0.9048102951487645,607009856440187,"2sets Simulation Garlic and Potato Skewers, Farmhouse Homestay Kitchen Wall Hanging, Fake Crop Decoration Pendant",6.14,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/490d4956ad854ad58e34b3abaa5a0c58-goods.jpeg,https://www.temu.com/search_result.html?search_key=607009856440187&search_method=user,909.xlsx,0
188,0.9029500733380436,606626799058054,厨房水槽浴室排水过滤器 地板地漏排水过滤网罩 预防马桶堵塞阻隔蚊虫杂物 水槽地漏通用防堵防虫盖 颜色随机发出家用下水道防护配件,1.32,家居厨房用品,浴室用品,https://img.kwcdn.com/product/fancy/44420a1d-dcb5-4644-a9f3-4103364c1586.jpg,https://www.temu.com/search_result.html?search_key=606626799058054&search_method=user,910.csv,0
189,0.9027871990797112,606184652262434,15片装防滑楼梯踏垫 室内外通用 - 米色阶梯垫带橡胶背衬 可机洗楼梯垫 适用于木地板/硬质地板（纤维材质） 安装简便,49.05,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/open/752e342f8a5f4dd49bedbdcdba5a9b86-goods.jpeg,https://www.temu.com/search_result.html?search_key=606184652262434&search_method=user,909.xlsx,0
190,0.9023523770720068,606719811936427,"1pc Honey Mixing Stick, Stainless Steel Long Handle Mixing Spoon, Honey Spoon, Honey Mixing Stick, Mixing Spoon for Melting Honey with Chocolate, Kitchen Utensils, Kitchen Accessories, Kitchen Small Tools",1.13,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/ad88023c-1486-4a53-8058-6da4e2a8a9c0.jpg,https://www.temu.com/search_result.html?search_key=606719811936427&search_method=user,910.csv,3
191,0.9022924207049117,606891073706368,1张可爱耍傻人窗户贴纸，秋季落叶栗子红苹果收获感恩节静电窗贴，无胶无残留贴花，卧室客厅家居玻璃前门装饰,1.63,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/dcb909b2-9994-4acb-af5c-df48aa5d0360.jpg,https://www.temu.com/search_result.html?search_key=606891073706368&search_method=user,910.csv,0
192,0.9021984473193014,606170140016331,2D平面，海报与印刷品[2D平面]1件 31.49X62.99英寸/80X160厘米 大尺寸无框现代帆布装饰画，金白大理石纹理，非常适合现代客厅、卧室和家庭办公室，亦是完美的礼物。，2D平面,14.89,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/21137b27f2e/1ee20e4a-aeb0-42f4-82d2-cdaddd030b54_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606170140016331&search_method=user,909.xlsx,0
193,0.9011950597348255,607408483070232,"2D平面图案,圣诞窗贴玻璃静电贴纸，窗贴，玻璃贴画，窗户贴花可爱水豚麋鹿角圣诞礼盒装饰静电膜易于安装，适用于浴室、厨房、办公室、家居装饰防水贴纸、浴室窗户装饰、婚礼和派对、装饰门窗、圣诞节玻璃窗户装饰贴纸 双面打印-玻璃贴膜",1.08,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/3798d3f09d0943bc82f86f5b7701d5e0-goods.jpeg,https://www.temu.com/search_result.html?search_key=607408483070232&search_method=user,910.csv,1
